date,shift,truck_id,trips,avg_cycle_time_min,payload_t
2024-11-18,早班,TR-12,8.6,56.5,32.3
2024-11-18,早班,TR-13,11.2,40.3,29.5
2024-11-18,早班,TR-14,9.5,49.6,31.8
2024-11-18,早班,TR-15,12.7,34.2,33.9
2024-11-18,早班,TR-16,8.6,54.0,30.1
2024-11-18,早班,TR-17,9.1,51.6,26.6
2024-11-18,早班,TR-20,10.4,44.2,28.8
2024-11-18,中班,TR-01,10.8,40.4,29.8
2024-11-18,中班,TR-02,10.8,45.2,29.6
2024-11-18,中班,TR-03,10.4,48.2,28.7
2024-11-18,中班,TR-04,8.9,56.8,26.3
2024-11-18,中班,TR-05,11.0,42.0,30.2
2024-11-18,中班,TR-06,13.8,30.3,29.4
2024-11-18,中班,TR-07,9.9,44.4,31.6
2024-11-18,中班,TR-08,8.8,51.1,32.3
2024-11-18,中班,TR-09,12.1,36.9,27.9
2024-11-18,中班,TR-11,9.7,47.1,33.3
2024-11-18,中班,TR-12,7.9,56.5,32.3
2024-11-18,中班,TR-13,11.0,44.6,30.4
2024-11-18,中班,TR-14,9.2,55.7,29.3
2024-11-18,中班,TR-15,13.5,35.1,28.9
2024-11-18,中班,TR-16,9.4,52.0,31.1
2024-11-18,中班,TR-17,11.1,44.2,29.5
2024-11-18,中班,TR-19,10.2,49.3,32.8
2024-11-18,中班,TR-20,10.1,42.5,31.2
2024-11-18,夜班,TR-01,11.0,48.2,27.7
2024-11-18,夜班,TR-02,9.6,48.0,31.5
2024-11-18,夜班,TR-03,10.8,45.5,31.9
2024-11-18,夜班,TR-04,10.9,44.3,29.5
2024-11-18,夜班,TR-05,9.6,48.6,25.5
2024-11-18,夜班,TR-06,12.2,39.9,33.4
2024-11-18,夜班,TR-07,9.7,52.7,30.1
2024-11-18,夜班,TR-09,11.8,41.0,32.5
2024-11-18,夜班,TR-11,10.4,42.5,28.9
2024-11-18,夜班,TR-12,7.8,58.8,29.5
2024-11-18,夜班,TR-13,11.4,40.3,30.0
2024-11-18,夜班,TR-14,10.7,41.5,34.2
2024-11-18,夜班,TR-15,12.7,40.3,27.9
2024-11-18,夜班,TR-16,11.7,39.4,33.5
2024-11-18,夜班,TR-17,9.8,47.9,29.4
2024-11-18,夜班,TR-18,10.6,45.0,32.2
2024-11-18,夜班,TR-19,8.7,53.4,30.6
2024-11-19,早班,TR-01,12.1,40.5,28.7
2024-11-19,早班,TR-02,9.2,49.1,29.5
2024-11-19,早班,TR-04,10.3,48.4,29.5
2024-11-19,早班,TR-05,8.4,55.1,29.5
2024-11-19,早班,TR-06,12.8,31.8,28.4
2024-11-19,早班,TR-09,10.2,43.1,30.5
2024-11-19,早班,TR-10,9.4,52.3,30.0
2024-11-19,早班,TR-11,10.0,49.7,30.6
2024-11-19,早班,TR-12,8.2,60.0,30.4
2024-11-19,早班,TR-13,11.2,43.1,27.8
2024-11-19,早班,TR-14,9.4,48.9,30.3
2024-11-19,早班,TR-15,12.4,37.3,28.6
2024-11-19,早班,TR-16,12.6,37.0,29.3
2024-11-19,早班,TR-17,9.7,42.0,31.1
2024-11-19,早班,TR-19,9.6,49.8,28.8
2024-11-19,早班,TR-20,9.9,48.3,30.9
2024-11-19,中班,TR-02,7.1,64.5,31.2
2024-11-19,中班,TR-03,7.8,61.7,29.1
2024-11-19,中班,TR-04,10.2,44.8,31.9
2024-11-19,中班,TR-05,8.0,63.4,27.6
2024-11-19,中班,TR-06,13.2,34.3,33.6
2024-11-19,中班,TR-09,10.5,42.2,26.7
2024-11-19,中班,TR-10,9.7,51.4,24.6
2024-11-19,中班,TR-12,9.6,47.5,32.1
2024-11-19,中班,TR-13,11.1,44.6,31.2
2024-11-19,中班,TR-14,7.6,63.7,30.1
2024-11-19,中班,TR-15,12.8,38.6,28.3
2024-11-19,中班,TR-16,11.8,38.3,28.0
2024-11-19,中班,TR-17,8.2,57.8,34.9
2024-11-19,中班,TR-18,9.0,49.8,27.8
2024-11-19,中班,TR-19,9.7,47.1,30.9
2024-11-19,中班,TR-20,10.8,40.2,29.0
2024-11-19,夜班,TR-01,11.4,43.7,30.9
2024-11-19,夜班,TR-02,9.2,51.7,30.5
2024-11-19,夜班,TR-03,10.8,43.2,28.8
2024-11-19,夜班,TR-04,8.8,51.6,28.7
2024-11-19,夜班,TR-05,9.8,50.5,30.9
2024-11-19,夜班,TR-08,11.6,43.8,32.0
2024-11-19,夜班,TR-10,11.4,39.0,32.7
2024-11-19,夜班,TR-12,7.7,60.5,28.3
2024-11-19,夜班,TR-13,10.3,42.9,30.4
2024-11-19,夜班,TR-14,11.1,43.2,28.3
2024-11-19,夜班,TR-15,13.0,38.1,27.0
2024-11-19,夜班,TR-16,11.1,41.6,32.3
2024-11-19,夜班,TR-18,12.8,37.7,32.1
2024-11-19,夜班,TR-19,10.6,46.5,28.8
2024-11-19,夜班,TR-20,9.0,49.4,28.3
2024-11-20,早班,TR-01,13.2,37.6,33.0
2024-11-20,早班,TR-02,8.1,59.9,29.7
2024-11-20,早班,TR-03,9.5,51.1,30.8
2024-11-20,早班,TR-04,9.5,45.0,29.9
2024-11-20,早班,TR-09,12.9,39.1,30.9
2024-11-20,早班,TR-11,10.6,44.0,34.0
2024-11-20,早班,TR-12,8.9,55.6,29.3
2024-11-20,早班,TR-13,11.3,43.1,29.2
2024-11-20,早班,TR-14,9.5,52.6,29.9
2024-11-20,早班,TR-15,14.1,34.1,32.6
2024-11-20,早班,TR-16,11.1,38.2,28.9
2024-11-20,早班,TR-17,9.7,53.2,35.2
2024-11-20,早班,TR-18,10.7,41.9,26.4
2024-11-20,早班,TR-19,7.8,64.0,29.3
2024-11-20,早班,TR-20,11.6,40.2,29.2
2024-11-20,中班,TR-02,10.7,43.9,29.4
2024-11-20,中班,TR-03,9.8,50.4,30.4
2024-11-20,中班,TR-04,10.8,39.8,28.0
2024-11-20,中班,TR-07,12.6,39.0,30.7
2024-11-20,中班,TR-08,10.3,47.5,27.3
2024-11-20,中班,TR-09,12.6,36.6,29.9
2024-11-20,中班,TR-10,11.9,43.1,29.6
2024-11-20,中班,TR-11,9.5,47.0,27.5
2024-11-20,中班,TR-12,8.7,55.1,28.8
2024-11-20,中班,TR-13,9.9,44.7,31.9
2024-11-20,中班,TR-15,12.3,36.6,30.0
2024-11-20,中班,TR-16,10.4,43.0,29.7
2024-11-20,中班,TR-17,9.5,53.3,30.1
2024-11-20,中班,TR-18,9.8,48.4,33.1
2024-11-20,中班,TR-19,9.7,47.0,28.3
2024-11-20,中班,TR-20,7.5,62.5,30.9
2024-11-20,夜班,TR-01,12.9,36.1,32.8
2024-11-20,夜班,TR-02,10.2,46.9,31.4
2024-11-20,夜班,TR-03,9.8,47.0,29.2
2024-11-20,夜班,TR-05,9.0,54.4,29.3
2024-11-20,夜班,TR-06,11.1,43.2,34.9
2024-11-20,夜班,TR-07,9.6,45.6,28.2
2024-11-20,夜班,TR-08,9.6,49.9,28.0
2024-11-20,夜班,TR-09,12.5,35.9,28.4
2024-11-20,夜班,TR-10,12.0,41.3,28.2
2024-11-20,夜班,TR-11,10.8,45.6,26.8
2024-11-20,夜班,TR-13,10.5,41.6,30.2
2024-11-20,夜班,TR-14,9.3,48.6,26.2
2024-11-20,夜班,TR-15,11.9,37.1,32.0
2024-11-20,夜班,TR-16,11.8,38.3,26.3
2024-11-20,夜班,TR-17,9.2,52.9,34.6
2024-11-20,夜班,TR-19,9.7,53.8,28.8
2024-11-20,夜班,TR-20,11.8,39.7,31.1
2024-11-21,早班,TR-01,12.3,38.5,29.0
2024-11-21,早班,TR-02,8.9,52.0,32.6
2024-11-21,早班,TR-04,9.8,51.1,28.9
2024-11-21,早班,TR-05,7.9,58.6,32.5
2024-11-21,早班,TR-07,12.3,39.4,28.2
2024-11-21,早班,TR-08,9.9,46.2,29.1
2024-11-21,早班,TR-09,10.4,46.5,29.2
2024-11-21,早班,TR-10,12.4,37.3,30.9
2024-11-21,早班,TR-11,6.2,80.4,29.7
2024-11-21,早班,TR-12,10.7,39.8,32.0
2024-11-21,早班,TR-13,11.1,40.8,32.9
2024-11-21,早班,TR-14,10.5,44.9,27.1
2024-11-21,早班,TR-15,13.0,31.4,28.4
2024-11-21,早班,TR-16,11.2,41.8,28.3
2024-11-21,早班,TR-19,12.1,35.6,35.3
2024-11-21,早班,TR-20,10.9,43.5,28.8
2024-11-21,中班,TR-01,11.4,41.0,32.4
2024-11-21,中班,TR-02,10.3,46.9,30.7
2024-11-21,中班,TR-03,5.0,89.3,28.1
2024-11-21,中班,TR-04,10.6,38.9,33.0
2024-11-21,中班,TR-05,9.1,53.4,29.0
2024-11-21,中班,TR-06,13.1,36.1,31.5
2024-11-21,中班,TR-07,11.0,44.5,30.4
2024-11-21,中班,TR-08,9.1,54.1,29.5
2024-11-21,中班,TR-09,12.1,36.2,29.6
2024-11-21,中班,TR-10,12.5,40.3,32.7
2024-11-21,中班,TR-11,10.6,43.3,32.7
2024-11-21,中班,TR-12,8.6,51.4,31.1
2024-11-21,中班,TR-13,11.3,41.5,31.3
2024-11-21,中班,TR-15,12.6,35.3,31.6
2024-11-21,中班,TR-16,8.5,56.6,30.4
2024-11-21,中班,TR-17,7.0,67.5,32.5
2024-11-21,中班,TR-18,10.8,45.9,28.2
2024-11-21,中班,TR-19,9.6,49.2,28.0
2024-11-21,中班,TR-20,9.5,49.6,29.4
2024-11-21,夜班,TR-02,10.7,42.4,28.7
2024-11-21,夜班,TR-03,8.2,57.9,28.4
2024-11-21,夜班,TR-04,10.3,45.1,30.7
2024-11-21,夜班,TR-07,6.6,69.9,34.1
2024-11-21,夜班,TR-08,11.3,40.7,27.3
2024-11-21,夜班,TR-09,12.1,38.6,32.9
2024-11-21,夜班,TR-10,12.1,39.7,32.9
2024-11-21,夜班,TR-12,7.4,67.3,28.2
2024-11-21,夜班,TR-13,12.1,37.3,34.1
2024-11-21,夜班,TR-15,9.6,51.8,29.4
2024-11-21,夜班,TR-16,9.9,45.8,32.4
2024-11-21,夜班,TR-17,9.2,50.1,32.4
2024-11-21,夜班,TR-18,7.6,59.5,28.3
2024-11-21,夜班,TR-19,11.1,44.1,28.8
2024-11-22,早班,TR-01,12.0,44.3,30.7
2024-11-22,早班,TR-02,12.5,38.8,29.2
2024-11-22,早班,TR-03,10.0,47.0,32.7
2024-11-22,早班,TR-04,7.7,58.4,27.3
2024-11-22,早班,TR-06,11.3,40.0,33.4
2024-11-22,早班,TR-07,12.4,40.9,28.2
2024-11-22,早班,TR-08,10.2,44.4,32.4
2024-11-22,早班,TR-09,11.9,36.8,29.5
2024-11-22,早班,TR-10,12.8,35.1,28.2
2024-11-22,早班,TR-11,10.9,42.5,31.9
2024-11-22,早班,TR-14,9.4,49.9,29.0
2024-11-22,早班,TR-15,11.0,42.5,31.7
2024-11-22,早班,TR-18,8.3,59.2,32.4
2024-11-22,早班,TR-19,10.0,45.1,32.5
2024-11-22,早班,TR-20,10.3,43.9,31.0
2024-11-22,中班,TR-01,10.8,46.6,30.6
2024-11-22,中班,TR-02,9.5,49.5,32.3
2024-11-22,中班,TR-04,8.5,59.2,34.2
2024-11-22,中班,TR-05,7.9,57.2,30.2
2024-11-22,中班,TR-06,13.8,32.3,29.5
2024-11-22,中班,TR-07,12.3,35.9,27.4
2024-11-22,中班,TR-09,11.7,39.7,28.4
2024-11-22,中班,TR-10,11.0,39.3,30.7
2024-11-22,中班,TR-11,11.8,37.8,30.7
2024-11-22,中班,TR-13,11.3,42.3,30.4
2024-11-22,中班,TR-14,8.2,54.2,30.3
2024-11-22,中班,TR-16,10.0,46.4,27.0
2024-11-22,中班,TR-17,8.9,50.8,32.7
2024-11-22,中班,TR-18,12.1,38.4,25.5
2024-11-22,中班,TR-19,10.8,41.8,30.9
2024-11-22,中班,TR-20,9.9,42.8,30.2
2024-11-22,夜班,TR-01,12.8,38.4,28.5
2024-11-22,夜班,TR-02,10.2,51.1,27.6
2024-11-22,夜班,TR-03,8.2,60.6,30.8
2024-11-22,夜班,TR-05,8.9,50.8,29.6
2024-11-22,夜班,TR-06,9.8,50.3,31.9
2024-11-22,夜班,TR-07,10.0,43.9,32.1
2024-11-22,夜班,TR-08,9.6,53.0,26.6
2024-11-22,夜班,TR-09,11.2,42.4,30.9
2024-11-22,夜班,TR-11,9.7,45.4,29.1
2024-11-22,夜班,TR-12,8.5,52.8,29.8
2024-11-22,夜班,TR-13,11.8,42.6,32.0
2024-11-22,夜班,TR-14,9.6,50.1,31.6
2024-11-22,夜班,TR-15,12.5,37.7,31.5
2024-11-22,夜班,TR-16,12.5,34.5,26.2
2024-11-22,夜班,TR-17,7.7,61.8,29.1
2024-11-22,夜班,TR-19,11.7,42.3,33.0
2024-11-22,夜班,TR-20,11.2,42.9,31.0
2024-11-23,早班,TR-01,12.0,41.7,28.1
2024-11-23,早班,TR-02,10.8,46.7,31.4
2024-11-23,早班,TR-03,8.1,57.7,30.5
2024-11-23,早班,TR-04,6.3,70.3,33.7
2024-11-23,早班,TR-05,7.9,60.0,30.3
2024-11-23,早班,TR-06,10.5,41.3,29.4
2024-11-23,早班,TR-07,9.5,48.2,28.9
2024-11-23,早班,TR-09,9.4,54.8,30.8
2024-11-23,早班,TR-10,12.8,28.7,34.1
2024-11-23,早班,TR-12,8.4,55.0,32.3
2024-11-23,早班,TR-13,11.0,42.0,31.8
2024-11-23,早班,TR-15,11.8,37.3,33.4
2024-11-23,早班,TR-17,7.7,63.0,30.5
2024-11-23,早班,TR-19,10.6,45.6,28.2
2024-11-23,早班,TR-20,9.5,53.3,28.0
2024-11-23,中班,TR-03,11.2,42.1,30.3
2024-11-23,中班,TR-04,10.2,47.4,32.8
2024-11-23,中班,TR-05,7.4,66.5,29.1
2024-11-23,中班,TR-06,14.0,32.6,31.5
2024-11-23,中班,TR-07,10.8,42.9,29.7
2024-11-23,中班,TR-08,9.6,50.8,29.4
2024-11-23,中班,TR-10,13.9,35.3,30.8
2024-11-23,中班,TR-11,10.2,49.2,32.6
2024-11-23,中班,TR-12,9.1,55.4,31.9
2024-11-23,中班,TR-13,11.4,36.3,29.8
2024-11-23,中班,TR-14,9.6,48.3,30.8
2024-11-23,中班,TR-16,11.4,40.2,29.9
2024-11-23,中班,TR-18,11.9,36.6,30.4
2024-11-23,中班,TR-19,8.8,55.5,33.1
2024-11-23,中班,TR-20,8.8,53.3,29.8
2024-11-23,夜班,TR-01,13.1,39.0,30.6
2024-11-23,夜班,TR-02,10.5,43.8,32.7
2024-11-23,夜班,TR-03,9.3,46.8,25.8
2024-11-23,夜班,TR-05,8.1,60.2,25.3
2024-11-23,夜班,TR-06,11.2,43.2,29.6
2024-11-23,夜班,TR-07,10.7,44.0,30.4
2024-11-23,夜班,TR-08,9.7,48.7,27.8
2024-11-23,夜班,TR-09,11.7,40.7,30.0
2024-11-23,夜班,TR-10,10.5,47.6,31.6
2024-11-23,夜班,TR-11,9.8,43.0,29.5
2024-11-23,夜班,TR-12,8.9,56.0,28.4
2024-11-23,夜班,TR-13,12.5,39.0,29.8
2024-11-23,夜班,TR-14,7.0,72.0,28.4
2024-11-23,夜班,TR-15,11.5,40.1,31.7
2024-11-23,夜班,TR-16,11.2,41.1,31.2
2024-11-23,夜班,TR-18,10.6,40.2,31.4
2024-11-23,夜班,TR-19,11.0,42.2,31.2
2024-11-24,早班,TR-01,10.9,40.9,30.1
2024-11-24,早班,TR-02,9.5,46.8,31.2
2024-11-24,早班,TR-03,11.7,39.3,28.8
2024-11-24,早班,TR-04,10.3,43.4,31.7
2024-11-24,早班,TR-05,7.3,63.3,28.7
2024-11-24,早班,TR-06,11.9,38.5,29.2
2024-11-24,早班,TR-07,10.6,43.7,31.5
2024-11-24,早班,TR-08,9.8,46.2,31.1
2024-11-24,早班,TR-09,10.8,41.2,28.2
2024-11-24,早班,TR-10,10.5,42.9,32.3
2024-11-24,早班,TR-11,9.5,49.4,29.1
2024-11-24,早班,TR-12,10.2,41.6,28.6
2024-11-24,早班,TR-15,11.3,42.6,30.7
2024-11-24,早班,TR-16,10.6,42.1,31.7
2024-11-24,早班,TR-17,6.4,78.0,27.1
2024-11-24,早班,TR-19,10.5,43.5,32.8
2024-11-24,早班,TR-20,6.2,79.0,30.2
2024-11-24,中班,TR-01,10.9,40.5,28.1
2024-11-24,中班,TR-02,11.8,36.5,27.9
2024-11-24,中班,TR-04,10.4,44.4,26.2
2024-11-24,中班,TR-05,10.3,45.8,31.8
2024-11-24,中班,TR-06,13.1,43.0,30.9
2024-11-24,中班,TR-07,9.4,43.7,30.4
2024-11-24,中班,TR-10,12.7,39.3,33.3
2024-11-24,中班,TR-11,12.5,37.0,29.2
2024-11-24,中班,TR-12,8.5,57.7,30.0
2024-11-24,中班,TR-13,10.8,45.0,31.6
2024-11-24,中班,TR-15,12.0,40.7,29.9
2024-11-24,中班,TR-16,14.4,32.6,31.7
2024-11-24,中班,TR-17,7.9,61.5,34.5
2024-11-24,中班,TR-18,9.8,50.8,28.6
2024-11-24,中班,TR-19,11.6,35.7,28.9
2024-11-24,夜班,TR-03,9.7,52.8,33.4
2024-11-24,夜班,TR-04,7.2,65.2,31.6
2024-11-24,夜班,TR-05,7.5,67.5,29.1
2024-11-24,夜班,TR-07,11.8,39.0,26.5
2024-11-24,夜班,TR-08,9.2,53.2,27.9
2024-11-24,夜班,TR-09,13.0,37.1,32.4
2024-11-24,夜班,TR-10,10.1,47.9,29.0
2024-11-24,夜班,TR-11,11.2,43.3,30.7
2024-11-24,夜班,TR-12,8.3,52.1,32.0
2024-11-24,夜班,TR-13,10.0,47.1,31.1
2024-11-24,夜班,TR-14,10.3,44.4,30.6
2024-11-24,夜班,TR-15,12.5,36.6,26.6
2024-11-24,夜班,TR-16,10.5,45.6,32.3
2024-11-24,夜班,TR-17,7.1,66.5,30.9
2024-11-24,夜班,TR-18,10.6,44.1,28.9
2024-11-24,夜班,TR-19,10.0,49.3,29.2
2024-11-24,夜班,TR-20,8.5,51.0,30.4
2024-11-25,早班,TR-01,11.0,49.3,31.4
2024-11-25,早班,TR-03,9.0,53.5,30.7
2024-11-25,早班,TR-05,8.0,59.0,28.1
2024-11-25,早班,TR-06,10.2,44.8,33.5
2024-11-25,早班,TR-07,11.1,42.9,31.5
2024-11-25,早班,TR-08,8.3,59.4,25.6
2024-11-25,早班,TR-09,11.9,43.2,31.2
2024-11-25,早班,TR-10,11.6,36.4,28.0
2024-11-25,早班,TR-12,9.2,51.7,26.4
2024-11-25,早班,TR-13,9.9,48.6,31.9
2024-11-25,早班,TR-14,10.9,41.2,26.3
2024-11-25,早班,TR-15,13.8,36.2,33.7
2024-11-25,早班,TR-16,9.3,46.4,27.8
2024-11-25,早班,TR-17,7.6,59.3,30.2
2024-11-25,早班,TR-18,10.3,46.5,29.6
2024-11-25,早班,TR-19,11.6,43.2,31.9
2024-11-25,早班,TR-20,10.4,40.5,30.5
2024-11-25,中班,TR-01,12.8,41.7,32.0
2024-11-25,中班,TR-02,10.3,45.8,28.0
2024-11-25,中班,TR-04,9.2,50.5,32.1
2024-11-25,中班,TR-06,13.0,38.2,33.0
2024-11-25,中班,TR-07,11.4,35.9,30.3
2024-11-25,中班,TR-08,8.3,54.1,27.3
2024-11-25,中班,TR-09,12.0,40.8,29.3
2024-11-25,中班,TR-10,11.8,42.2,33.2
2024-11-25,中班,TR-11,10.0,49.0,31.3
2024-11-25,中班,TR-12,10.5,50.5,35.1
2024-11-25,中班,TR-13,11.6,42.7,27.5
2024-11-25,中班,TR-15,12.9,32.5,32.4
2024-11-25,中班,TR-16,11.6,44.0,27.8
2024-11-25,中班,TR-17,10.8,43.3,29.6
2024-11-25,中班,TR-18,9.7,49.3,30.1
2024-11-25,中班,TR-19,8.7,56.0,29.3
2024-11-25,中班,TR-20,10.1,43.2,29.0
2024-11-25,夜班,TR-01,11.1,45.4,31.8
2024-11-25,夜班,TR-03,10.1,46.3,30.5
2024-11-25,夜班,TR-04,9.8,45.5,29.8
2024-11-25,夜班,TR-05,9.6,50.0,27.4
2024-11-25,夜班,TR-06,10.8,42.1,25.7
2024-11-25,夜班,TR-07,11.0,41.5,30.1
2024-11-25,夜班,TR-09,12.3,41.0,28.0
2024-11-25,夜班,TR-10,11.2,37.9,31.3
2024-11-25,夜班,TR-11,12.3,40.9,29.4
2024-11-25,夜班,TR-13,12.8,37.3,30.1
2024-11-25,夜班,TR-14,10.1,52.6,27.4
2024-11-25,夜班,TR-17,6.4,71.9,30.3
2024-11-25,夜班,TR-18,11.8,39.5,28.7
2024-11-25,夜班,TR-19,9.2,48.9,31.1
2024-11-25,夜班,TR-20,9.1,52.3,30.9
2024-11-26,早班,TR-02,8.3,58.4,29.7
2024-11-26,早班,TR-03,9.8,50.0,32.3
2024-11-26,早班,TR-05,8.5,53.3,33.1
2024-11-26,早班,TR-06,11.8,42.8,27.0
2024-11-26,早班,TR-08,8.6,53.6,33.2
2024-11-26,早班,TR-09,8.1,58.5,27.6
2024-11-26,早班,TR-10,12.8,37.8,32.6
2024-11-26,早班,TR-11,10.1,49.3,31.3
2024-11-26,早班,TR-13,10.0,49.7,30.4
2024-11-26,早班,TR-14,12.0,39.9,32.8
2024-11-26,早班,TR-15,12.5,39.7,31.7
2024-11-26,早班,TR-17,6.0,77.4,31.4
2024-11-26,早班,TR-19,12.4,36.3,28.2
2024-11-26,早班,TR-20,8.7,50.7,26.3
2024-11-26,中班,TR-01,11.9,40.2,29.9
2024-11-26,中班,TR-02,11.2,40.5,25.8
2024-11-26,中班,TR-03,12.8,34.8,29.7
2024-11-26,中班,TR-04,10.8,46.1,33.0
2024-11-26,中班,TR-05,7.9,59.1,30.2
2024-11-26,中班,TR-07,10.1,44.3,29.6
2024-11-26,中班,TR-08,8.3,57.1,31.3
2024-11-26,中班,TR-09,11.1,40.0,30.8
2024-11-26,中班,TR-10,11.6,38.0,28.9
2024-11-26,中班,TR-12,11.3,42.5,25.5
2024-11-26,中班,TR-13,9.9,49.6,30.4
2024-11-26,中班,TR-14,8.2,56.9,32.2
2024-11-26,中班,TR-15,13.0,33.8,29.2
2024-11-26,中班,TR-16,8.5,57.2,30.0
2024-11-26,中班,TR-17,10.1,42.2,29.6
2024-11-26,中班,TR-18,10.0,43.7,29.5
2024-11-26,中班,TR-19,11.7,39.1,29.9
2024-11-26,中班,TR-20,9.4,49.2,32.2
2024-11-26,夜班,TR-02,9.5,48.0,33.0
2024-11-26,夜班,TR-03,9.3,45.6,28.4
2024-11-26,夜班,TR-04,9.5,46.4,28.6
2024-11-26,夜班,TR-05,10.6,48.6,31.9
2024-11-26,夜班,TR-06,11.0,47.4,31.6
2024-11-26,夜班,TR-07,11.6,38.2,33.0
2024-11-26,夜班,TR-09,9.0,53.2,29.1
2024-11-26,夜班,TR-10,11.6,42.4,29.2
2024-11-26,夜班,TR-11,9.7,48.5,31.0
2024-11-26,夜班,TR-12,7.4,64.3,31.8
2024-11-26,夜班,TR-14,7.9,57.9,30.3
2024-11-26,夜班,TR-15,12.3,37.7,30.4
2024-11-26,夜班,TR-16,12.5,39.9,29.9
2024-11-26,夜班,TR-17,10.6,47.0,30.3
2024-11-26,夜班,TR-18,10.5,46.9,31.1
2024-11-26,夜班,TR-19,10.7,43.6,31.4
2024-11-27,早班,TR-01,9.9,49.5,30.6
2024-11-27,早班,TR-02,9.7,54.0,29.3
2024-11-27,早班,TR-03,9.0,49.0,31.7
2024-11-27,早班,TR-04,8.3,53.5,31.4
2024-11-27,早班,TR-05,6.1,75.7,26.7
2024-11-27,早班,TR-06,11.9,37.6,31.2
2024-11-27,早班,TR-07,12.1,37.1,31.5
2024-11-27,早班,TR-08,10.3,40.2,30.1
2024-11-27,早班,TR-12,10.5,43.3,32.0
2024-11-27,早班,TR-13,10.6,40.9,29.8
2024-11-27,早班,TR-15,12.2,40.9,24.9
2024-11-27,早班,TR-16,10.3,52.3,33.3
2024-11-27,早班,TR-17,6.7,73.1,29.1
2024-11-27,早班,TR-18,10.3,48.9,27.9
2024-11-27,早班,TR-19,10.9,43.4,30.3
2024-11-27,中班,TR-01,11.2,40.3,32.2
2024-11-27,中班,TR-02,8.1,58.5,26.5
2024-11-27,中班,TR-04,8.7,48.3,31.0
2024-11-27,中班,TR-05,9.8,44.3,31.2
2024-11-27,中班,TR-06,11.9,36.9,28.9
2024-11-27,中班,TR-07,12.3,35.0,27.6
2024-11-27,中班,TR-08,10.4,42.5,29.0
2024-11-27,中班,TR-10,12.7,35.0,31.2
2024-11-27,中班,TR-11,10.0,47.4,29.8
2024-11-27,中班,TR-12,8.7,54.8,30.6
2024-11-27,中班,TR-13,8.9,50.5,26.8
2024-11-27,中班,TR-14,9.8,46.3,26.7
2024-11-27,中班,TR-16,14.0,33.7,28.3
2024-11-27,中班,TR-18,10.1,42.7,26.4
2024-11-27,中班,TR-19,8.6,50.3,31.5
2024-11-27,中班,TR-20,10.1,45.6,30.4
2024-11-27,夜班,TR-02,10.4,41.6,29.7
2024-11-27,夜班,TR-03,6.6,71.8,28.9
2024-11-27,夜班,TR-04,9.0,47.3,29.0
2024-11-27,夜班,TR-05,8.2,55.9,27.6
2024-11-27,夜班,TR-07,11.6,38.7,29.2
2024-11-27,夜班,TR-08,6.5,66.0,27.8
2024-11-27,夜班,TR-09,11.6,40.5,29.7
2024-11-27,夜班,TR-12,9.1,53.3,30.7
2024-11-27,夜班,TR-13,10.7,40.0,28.2
2024-11-27,夜班,TR-15,14.4,33.2,28.7
2024-11-27,夜班,TR-16,9.5,47.8,31.0
2024-11-27,夜班,TR-18,10.6,43.1,30.6
2024-11-27,夜班,TR-19,9.1,52.3,28.5
2024-11-27,夜班,TR-20,10.2,48.1,30.4
2024-11-28,早班,TR-01,12.2,38.9,27.2
2024-11-28,早班,TR-02,8.2,58.1,28.5
2024-11-28,早班,TR-03,11.3,45.1,31.3
2024-11-28,早班,TR-06,11.2,40.9,31.2
2024-11-28,早班,TR-08,9.2,52.4,30.1
2024-11-28,早班,TR-09,12.0,40.3,28.6
2024-11-28,早班,TR-10,12.3,38.7,29.8
2024-11-28,早班,TR-11,11.2,43.0,26.2
2024-11-28,早班,TR-12,9.1,53.6,31.8
2024-11-28,早班,TR-13,11.1,42.9,30.9
2024-11-28,早班,TR-14,7.2,65.2,34.4
2024-11-28,早班,TR-16,11.3,40.4,29.5
2024-11-28,早班,TR-17,9.4,49.8,27.7
2024-11-28,早班,TR-19,8.4,57.2,28.9
2024-11-28,早班,TR-20,8.3,54.8,31.4
2024-11-28,中班,TR-01,9.7,54.0,28.7
2024-11-28,中班,TR-02,10.3,49.7,30.9
2024-11-28,中班,TR-03,11.5,39.9,31.9
2024-11-28,中班,TR-04,10.7,44.1,28.0
2024-11-28,中班,TR-05,9.4,45.9,32.3
2024-11-28,中班,TR-06,11.7,44.5,29.1
2024-11-28,中班,TR-07,8.2,57.8,28.9
2024-11-28,中班,TR-08,7.0,69.1,29.7
2024-11-28,中班,TR-09,12.2,36.8,31.6
2024-11-28,中班,TR-10,11.4,45.5,32.9
2024-11-28,中班,TR-11,12.1,40.4,28.9
2024-11-28,中班,TR-12,10.7,45.8,34.1
2024-11-28,中班,TR-14,8.3,54.3,29.1
2024-11-28,中班,TR-15,11.3,41.4,28.5
2024-11-28,中班,TR-16,11.1,41.1,30.4
2024-11-28,中班,TR-19,10.7,46.6,30.3
2024-11-28,中班,TR-20,9.4,51.2,31.1
2024-11-28,夜班,TR-02,11.2,38.5,31.0
2024-11-28,夜班,TR-03,9.9,49.6,26.6
2024-11-28,夜班,TR-04,9.9,46.8,29.3
2024-11-28,夜班,TR-05,7.6,59.4,30.2
2024-11-28,夜班,TR-06,10.3,46.6,29.1
2024-11-28,夜班,TR-07,9.8,50.0,32.5
2024-11-28,夜班,TR-08,9.4,48.9,32.0
