date,shift,shovel_id,avg_loading_time_sec,trucks_loaded,ore_volume_t
2024-03-11,早班,ES-06,131.4,93,3062.0
2024-03-11,早班,ES-07,163.1,98,2971.0
2024-03-11,早班,ES-08,127.0,56,1609.0
2024-03-11,中班,ES-01,129.2,54,1556.0
2024-03-11,中班,ES-03,161.0,95,2858.0
2024-03-11,中班,ES-04,164.4,96,2753.0
2024-03-11,中班,ES-05,128.5,116,3824.0
2024-03-11,中班,ES-07,129.6,122,3835.0
2024-03-11,中班,ES-08,128.5,91,2904.0
2024-03-11,夜班,ES-01,114.0,102,3320.0
2024-03-11,夜班,ES-02,129.6,75,2395.0
2024-03-11,夜班,ES-04,225.4,138,4274.0
2024-03-11,夜班,ES-05,133.8,69,2015.0
2024-03-11,夜班,ES-06,124.3,117,3398.0
2024-03-11,夜班,ES-07,150.7,110,3622.0
2024-03-11,夜班,ES-08,117.4,89,2810.0
2024-03-12,早班,ES-01,122.6,130,3682.0
2024-03-12,早班,ES-02,131.2,117,3302.0
2024-03-12,早班,ES-04,184.6,122,4021.0
2024-03-12,早班,ES-05,134.3,103,3333.0
2024-03-12,早班,ES-06,125.4,85,2748.0
2024-03-12,早班,ES-07,144.0,89,2537.0
2024-03-12,中班,ES-01,114.4,64,1870.0
2024-03-12,中班,ES-02,127.5,62,2024.0
2024-03-12,中班,ES-03,108.4,86,2517.0
2024-03-12,中班,ES-04,180.9,97,2879.0
2024-03-12,中班,ES-05,131.9,98,2810.0
2024-03-12,中班,ES-06,135.4,89,2518.0
2024-03-12,中班,ES-07,139.3,102,3049.0
2024-03-12,中班,ES-08,126.5,83,2552.0
2024-03-12,夜班,ES-01,122.2,94,3025.0
2024-03-12,夜班,ES-02,126.8,86,2766.0
2024-03-12,夜班,ES-03,109.1,93,2765.0
2024-03-12,夜班,ES-04,181.4,62,1937.0
2024-03-12,夜班,ES-05,132.5,78,2430.0
2024-03-12,夜班,ES-06,129.6,75,2406.0
2024-03-12,夜班,ES-07,151.5,125,3936.0
2024-03-13,早班,ES-01,127.8,89,2641.0
2024-03-13,早班,ES-02,119.1,115,3754.0
2024-03-13,早班,ES-03,109.4,85,2482.0
2024-03-13,早班,ES-04,176.7,88,2557.0
2024-03-13,早班,ES-05,124.1,123,3926.0
2024-03-13,早班,ES-06,133.3,90,2729.0
2024-03-13,早班,ES-07,134.2,95,2993.0
2024-03-13,早班,ES-08,112.1,133,4364.0
2024-03-13,中班,ES-02,128.1,89,2926.0
2024-03-13,中班,ES-03,108.2,115,3567.0
2024-03-13,中班,ES-05,122.4,116,3536.0
2024-03-13,中班,ES-06,117.4,97,2985.0
2024-03-13,中班,ES-07,149.6,78,2404.0
2024-03-13,夜班,ES-01,112.4,87,2672.0
2024-03-13,夜班,ES-02,141.9,103,3013.0
2024-03-13,夜班,ES-04,175.9,81,2340.0
2024-03-13,夜班,ES-05,133.9,86,2526.0
2024-03-13,夜班,ES-06,139.2,116,3608.0
2024-03-13,夜班,ES-07,155.3,72,2023.0
2024-03-13,夜班,ES-08,110.4,105,3336.0
2024-03-14,早班,ES-01,107.7,67,2211.0
2024-03-14,早班,ES-02,117.0,93,2842.0
2024-03-14,早班,ES-05,136.6,77,2188.0
2024-03-14,早班,ES-06,118.6,104,3022.0
2024-03-14,早班,ES-07,151.2,76,2348.0
2024-03-14,早班,ES-08,117.8,64,1815.0
2024-03-14,中班,ES-01,121.8,113,3263.0
2024-03-14,中班,ES-04,180.3,83,2584.0
2024-03-14,中班,ES-05,126.5,71,2169.0
2024-03-14,中班,ES-06,120.6,108,3369.0
2024-03-14,中班,ES-08,128.4,109,3181.0
2024-03-14,夜班,ES-01,114.9,125,3776.0
2024-03-14,夜班,ES-02,111.2,85,2677.0
2024-03-14,夜班,ES-03,106.8,60,1869.0
2024-03-14,夜班,ES-04,222.1,97,2969.0
2024-03-14,夜班,ES-05,124.0,81,2521.0
2024-03-14,夜班,ES-06,123.9,102,2895.0
2024-03-14,夜班,ES-07,141.7,89,2812.0
2024-03-14,夜班,ES-08,119.2,84,2402.0
2024-03-15,早班,ES-01,102.4,108,3469.0
2024-03-15,早班,ES-04,175.7,98,3099.0
2024-03-15,早班,ES-05,122.3,130,3955.0
2024-03-15,早班,ES-06,135.8,99,3034.0
2024-03-15,早班,ES-07,155.7,82,2683.0
2024-03-15,早班,ES-08,120.8,67,2192.0
2024-03-15,中班,ES-01,120.0,77,2325.0
2024-03-15,中班,ES-02,139.1,110,3172.0
2024-03-15,中班,ES-03,99.9,90,2835.0
2024-03-15,中班,ES-04,165.0,102,3258.0
2024-03-15,中班,ES-06,120.8,91,2808.0
2024-03-15,中班,ES-08,127.0,89,2890.0
2024-03-15,夜班,ES-01,109.6,81,2471.0
2024-03-15,夜班,ES-02,115.7,77,2219.0
2024-03-15,夜班,ES-03,101.1,107,3022.0
2024-03-15,夜班,ES-05,135.7,93,2992.0
2024-03-15,夜班,ES-06,118.6,104,3365.0
2024-03-15,夜班,ES-07,143.3,103,3091.0
2024-03-15,夜班,ES-08,133.3,107,3213.0
2024-03-16,早班,ES-01,116.2,102,2928.0
2024-03-16,早班,ES-02,140.0,128,3681.0
2024-03-16,早班,ES-03,104.5,106,3259.0
2024-03-16,早班,ES-04,186.3,90,2619.0
2024-03-16,早班,ES-05,148.3,90,2658.0
2024-03-16,早班,ES-06,129.8,104,3231.0
2024-03-16,早班,ES-08,113.9,94,2861.0
2024-03-16,中班,ES-01,105.5,90,2849.0
2024-03-16,中班,ES-03,94.4,73,2132.0
2024-03-16,中班,ES-04,184.7,91,2719.0
2024-03-16,中班,ES-06,120.3,89,2572.0
2024-03-16,中班,ES-07,155.0,96,2965.0
2024-03-16,中班,ES-08,120.3,106,3442.0
2024-03-16,夜班,ES-02,122.0,70,1967.0
2024-03-16,夜班,ES-03,102.3,91,2583.0
2024-03-16,夜班,ES-04,176.3,137,4036.0
2024-03-16,夜班,ES-05,122.7,83,2612.0
2024-03-16,夜班,ES-06,137.0,80,2458.0
2024-03-16,夜班,ES-07,159.1,86,2706.0
2024-03-17,早班,ES-01,117.8,47,1437.0
2024-03-17,早班,ES-02,136.2,72,2341.0
2024-03-17,早班,ES-03,100.8,90,2606.0
2024-03-17,早班,ES-04,175.3,112,3362.0
2024-03-17,早班,ES-05,140.1,119,3465.0
2024-03-17,早班,ES-07,137.9,96,2837.0
2024-03-17,早班,ES-08,123.7,83,2396.0
2024-03-17,中班,ES-01,118.7,93,2985.0
2024-03-17,中班,ES-03,96.9,106,3450.0
2024-03-17,中班,ES-04,189.6,112,3262.0
2024-03-17,中班,ES-05,135.6,91,2626.0
2024-03-17,中班,ES-06,135.0,118,3429.0
2024-03-17,中班,ES-07,151.7,100,3217.0
2024-03-17,中班,ES-08,123.7,93,2929.0
2024-03-17,夜班,ES-01,120.5,128,4006.0
2024-03-17,夜班,ES-02,127.4,104,3172.0
2024-03-17,夜班,ES-03,106.4,104,2912.0
2024-03-17,夜班,ES-05,123.3,104,3253.0
2024-03-17,夜班,ES-06,116.8,112,3619.0
2024-03-17,夜班,ES-07,162.8,108,3146.0
2024-03-18,早班,ES-01,115.3,88,2717.0
2024-03-18,早班,ES-02,127.1,85,2731.0
2024-03-18,早班,ES-03,104.3,106,3088.0
2024-03-18,早班,ES-04,163.6,147,4637.0
2024-03-18,早班,ES-05,131.1,70,1998.0
2024-03-18,早班,ES-06,128.1,115,3396.0
2024-03-18,早班,ES-07,152.5,89,2583.0
2024-03-18,早班,ES-08,131.6,138,4534.0
2024-03-18,中班,ES-01,115.5,93,2639.0
2024-03-18,中班,ES-02,137.3,94,2769.0
2024-03-18,中班,ES-03,113.4,82,2666.0
2024-03-18,中班,ES-04,184.0,91,2564.0
2024-03-18,中班,ES-06,128.1,95,3132.0
2024-03-18,中班,ES-08,129.8,63,1806.0
2024-03-18,夜班,ES-01,108.9,79,2269.0
2024-03-18,夜班,ES-03,109.5,145,4190.0
2024-03-18,夜班,ES-04,185.0,115,3414.0
2024-03-18,夜班,ES-05,112.7,65,1854.0
2024-03-18,夜班,ES-06,211.7,108,3352.0
2024-03-19,早班,ES-02,142.2,113,3373.0
2024-03-19,早班,ES-03,119.3,73,2104.0
2024-03-19,早班,ES-04,180.5,115,3337.0
2024-03-19,早班,ES-05,131.9,99,3257.0
2024-03-19,早班,ES-06,115.7,92,2596.0
2024-03-19,早班,ES-07,144.7,97,3100.0
2024-03-19,早班,ES-08,131.3,102,3015.0
2024-03-19,中班,ES-02,125.5,105,3402.0
2024-03-19,中班,ES-03,100.6,70,1999.0
2024-03-19,中班,ES-07,146.8,99,3019.0
2024-03-19,中班,ES-08,117.9,64,1996.0
2024-03-19,夜班,ES-01,122.5,94,2643.0
2024-03-19,夜班,ES-02,122.6,79,2217.0
2024-03-19,夜班,ES-03,135.0,92,2799.0
2024-03-19,夜班,ES-05,134.5,91,2985.0
2024-03-19,夜班,ES-06,123.6,96,2837.0
2024-03-19,夜班,ES-08,109.5,82,2590.0
2024-03-20,早班,ES-01,117.5,94,3082.0
2024-03-20,早班,ES-02,121.6,103,2968.0
2024-03-20,早班,ES-03,114.2,98,3055.0
2024-03-20,早班,ES-05,131.8,97,2829.0
2024-03-20,早班,ES-07,140.3,99,2913.0
2024-03-20,早班,ES-08,129.9,76,2270.0
2024-03-20,中班,ES-01,131.0,99,2988.0
2024-03-20,中班,ES-03,98.0,120,3495.0
2024-03-20,中班,ES-04,177.3,83,2329.0
2024-03-20,中班,ES-06,127.8,122,3711.0
2024-03-20,中班,ES-08,131.9,93,2626.0
2024-03-20,夜班,ES-01,128.8,90,2753.0
2024-03-20,夜班,ES-03,114.1,77,2339.0
2024-03-20,夜班,ES-05,142.4,130,3957.0
2024-03-20,夜班,ES-07,156.0,118,3525.0
2024-03-20,夜班,ES-08,111.0,90,2892.0
2024-03-21,早班,ES-02,125.7,91,2634.0
2024-03-21,早班,ES-03,104.1,76,2230.0
2024-03-21,早班,ES-04,160.2,116,3277.0
2024-03-21,早班,ES-05,136.1,113,3301.0
2024-03-21,早班,ES-06,133.9,80,2429.0
2024-03-21,早班,ES-07,147.7,114,3550.0
2024-03-21,中班,ES-01,116.9,113,3560.0
2024-03-21,中班,ES-02,124.7,92,2741.0
2024-03-21,中班,ES-03,163.4,71,2188.0
2024-03-21,中班,ES-04,177.2,111,3554.0
2024-03-21,中班,ES-05,133.5,102,3225.0
2024-03-21,中班,ES-06,134.4,124,3799.0
2024-03-21,中班,ES-07,158.9,98,2866.0
2024-03-21,夜班,ES-01,107.2,109,3054.0
2024-03-21,夜班,ES-02,113.5,108,3050.0
2024-03-21,夜班,ES-03,113.7,80,2633.0
2024-03-21,夜班,ES-05,118.4,90,2705.0
2024-03-21,夜班,ES-06,124.4,85,2408.0
2024-03-21,夜班,ES-07,144.2,100,2946.0
2024-03-22,早班,ES-01,113.0,76,2263.0
2024-03-22,早班,ES-02,126.8,122,3444.0
2024-03-22,早班,ES-04,164.2,61,1769.0
2024-03-22,早班,ES-05,126.9,73,2090.0
2024-03-22,早班,ES-06,129.0,72,2038.0
2024-03-22,早班,ES-07,152.7,55,1607.0
2024-03-22,早班,ES-08,116.1,81,2513.0
2024-03-22,中班,ES-01,137.8,97,2729.0
2024-03-22,中班,ES-02,117.1,126,4063.0
2024-03-22,中班,ES-03,111.6,91,2915.0
2024-03-22,中班,ES-04,172.7,119,3334.0
2024-03-22,中班,ES-05,120.3,92,2754.0
2024-03-22,中班,ES-07,150.5,88,2730.0
2024-03-22,夜班,ES-01,110.8,64,1798.0
2024-03-22,夜班,ES-03,99.7,105,3129.0
2024-03-22,夜班,ES-05,121.9,82,2489.0
2024-03-22,夜班,ES-06,146.8,76,2398.0
2024-03-22,夜班,ES-08,116.9,65,1891.0
2024-03-23,早班,ES-02,135.9,104,2922.0
2024-03-23,早班,ES-03,101.4,102,3144.0
2024-03-23,早班,ES-04,242.3,109,3064.0
2024-03-23,早班,ES-06,124.0,142,4078.0
2024-03-23,早班,ES-07,144.3,108,3331.0
2024-03-23,早班,ES-08,131.5,100,3250.0
2024-03-23,中班,ES-03,110.1,109,3162.0
2024-03-23,中班,ES-05,124.0,95,2671.0
2024-03-23,中班,ES-06,128.3,81,2459.0
2024-03-23,中班,ES-07,148.3,102,2952.0
2024-03-23,中班,ES-08,122.5,100,2856.0
2024-03-23,夜班,ES-02,177.8,88,2682.0
2024-03-23,夜班,ES-03,114.1,104,3131.0
2024-03-23,夜班,ES-04,176.8,74,2274.0
2024-03-23,夜班,ES-05,108.4,80,2350.0
2024-03-23,夜班,ES-06,127.7,72,2150.0
2024-03-23,夜班,ES-08,125.7,95,3122.0
2024-03-24,早班,ES-01,120.3,95,3070.0
2024-03-24,早班,ES-02,123.4,95,2772.0
2024-03-24,早班,ES-03,112.6,96,2720.0
2024-03-24,早班,ES-04,179.4,98,3221.0
2024-03-24,早班,ES-05,133.7,91,2837.0
2024-03-24,早班,ES-06,138.1,95,2780.0
2024-03-24,早班,ES-07,155.3,88,2846.0
2024-03-24,早班,ES-08,127.9,92,2744.0
2024-03-24,中班,ES-01,113.0,105,3337.0
2024-03-24,中班,ES-02,198.6,102,3255.0
2024-03-24,中班,ES-03,106.5,85,2406.0
2024-03-24,中班,ES-04,188.2,81,2572.0
2024-03-24,中班,ES-05,136.1,79,2592.0
2024-03-24,中班,ES-06,139.2,118,3343.0
2024-03-24,中班,ES-07,146.8,109,3428.0
2024-03-24,中班,ES-08,124.7,88,2672.0
2024-03-24,夜班,ES-01,117.0,117,3619.0
2024-03-24,夜班,ES-02,123.2,85,2471.0
2024-03-24,夜班,ES-04,175.9,90,2553.0
2024-03-24,夜班,ES-07,150.5,102,3177.0
2024-03-24,夜班,ES-08,129.9,114,3725.0
2024-03-25,早班,ES-01,116.1,91,2920.0
2024-03-25,早班,ES-02,124.0,97,2758.0
2024-03-25,早班,ES-03,113.8,70,2111.0
2024-03-25,早班,ES-04,190.0,91,2809.0
2024-03-25,早班,ES-05,123.8,97,3105.0
2024-03-25,早班,ES-06,115.0,83,2697.0
2024-03-25,早班,ES-07,149.2,87,2624.0
2024-03-25,早班,ES-08,108.1,79,2515.0
2024-03-25,中班,ES-01,132.4,92,2845.0
2024-03-25,中班,ES-02,129.3,70,2232.0
2024-03-25,中班,ES-03,115.6,77,2347.0
2024-03-25,中班,ES-04,164.7,130,4035.0
2024-03-25,中班,ES-05,122.3,96,2993.0
2024-03-25,中班,ES-06,136.1,105,3102.0
2024-03-25,中班,ES-07,145.9,101,3150.0
2024-03-25,中班,ES-08,110.7,90,2624.0
2024-03-25,夜班,ES-01,116.0,97,2879.0
2024-03-25,夜班,ES-02,121.8,108,3282.0
2024-03-25,夜班,ES-03,97.3,89,2591.0
2024-03-25,夜班,ES-04,182.0,75,2138.0
2024-03-25,夜班,ES-05,119.6,97,3176.0
2024-03-25,夜班,ES-06,137.2,113,3406.0
2024-03-25,夜班,ES-07,144.5,83,2614.0
2024-03-25,夜班,ES-08,128.2,63,2074.0
2024-03-26,早班,ES-02,119.7,91,2599.0
2024-03-26,早班,ES-03,118.2,80,2546.0
2024-03-26,早班,ES-04,175.3,111,3420.0
2024-03-26,早班,ES-06,132.5,113,3410.0
2024-03-26,早班,ES-07,152.4,100,3054.0
2024-03-26,早班,ES-08,125.6,115,3381.0
2024-03-26,中班,ES-01,116.4,124,3918.0
2024-03-26,中班,ES-02,128.3,92,2592.0
2024-03-26,中班,ES-03,124.4,115,3428.0
2024-03-26,中班,ES-04,180.6,74,2364.0
2024-03-26,中班,ES-05,123.7,91,2774.0
2024-03-26,中班,ES-07,147.9,89,2795.0
2024-03-26,中班,ES-08,124.8,117,3560.0
2024-03-26,夜班,ES-03,104.0,58,1808.0
2024-03-26,夜班,ES-04,167.8,97,3102.0
2024-03-26,夜班,ES-05,119.2,107,3076.0
2024-03-26,夜班,ES-06,129.6,115,3499.0
2024-03-26,夜班,ES-07,132.9,120,3803.0
2024-03-26,夜班,ES-08,120.0,99,3176.0
2024-03-27,早班,ES-01,123.1,76,2198.0
2024-03-27,早班,ES-02,117.7,77,2252.0
2024-03-27,早班,ES-03,114.9,109,3211.0
2024-03-27,早班,ES-04,184.6,98,3031.0
2024-03-27,早班,ES-05,135.8,109,3458.0
2024-03-27,早班,ES-06,127.4,73,2082.0
2024-03-27,早班,ES-07,144.1,97,3051.0
2024-03-27,早班,ES-08,133.5,92,2595.0
2024-03-27,中班,ES-01,125.2,122,3626.0
2024-03-27,中班,ES-02,119.3,89,2775.0
2024-03-27,中班,ES-03,114.5,105,3311.0
2024-03-27,中班,ES-04,179.6,102,3070.0
2024-03-27,中班,ES-05,118.7,88,2742.0
2024-03-27,中班,ES-06,136.6,102,3245.0
2024-03-27,中班,ES-07,136.0,89,2507.0
2024-03-27,中班,ES-08,113.3,122,3506.0
2024-03-27,夜班,ES-02,134.8,68,2073.0
2024-03-27,夜班,ES-03,109.3,113,3670.0
2024-03-27,夜班,ES-04,175.4,95,2689.0
2024-03-27,夜班,ES-05,141.9,120,3770.0
2024-03-27,夜班,ES-07,186.4,100,2956.0
2024-03-27,夜班,ES-08,109.9,109,3421.0
2024-03-28,早班,ES-01,125.6,104,3222.0
2024-03-28,早班,ES-02,128.5,71,2139.0
2024-03-28,早班,ES-03,162.2,86,2716.0
2024-03-28,早班,ES-04,171.7,72,2347.0
2024-03-28,早班,ES-06,129.6,112,3419.0
2024-03-28,早班,ES-07,165.8,107,3349.0
2024-03-28,中班,ES-01,115.3,84,2756.0
2024-03-28,中班,ES-03,122.7,112,3340.0
2024-03-28,中班,ES-04,183.2,83,2554.0
2024-03-28,中班,ES-05,135.7,85,2789.0
2024-03-28,中班,ES-06,133.2,98,3207.0
2024-03-28,中班,ES-07,152.7,97,3159.0
2024-03-28,中班,ES-08,115.8,109,3172.0
2024-03-28,夜班,ES-01,111.3,87,2502.0
2024-03-28,夜班,ES-02,117.1,57,1881.0
2024-03-28,夜班,ES-03,109.5,127,3912.0
2024-03-28,夜班,ES-04,165.5,73,2323.0
2024-03-28,夜班,ES-05,129.8,88,2851.0
2024-03-28,夜班,ES-07,137.9,88,2613.0
2024-03-29,早班,ES-01,132.3,107,3518.0
2024-03-29,早班,ES-02,126.7,97,3049.0
2024-03-29,早班,ES-03,115.0,101,2950.0
2024-03-29,早班,ES-04,180.0,107,3497.0
2024-03-29,早班,ES-05,129.0,86,2779.0
2024-03-29,早班,ES-07,140.2,120,3939.0
2024-03-29,早班,ES-08,103.0,128,4099.0
2024-03-29,中班,ES-02,112.3,96,2863.0
2024-03-29,中班,ES-04,169.8,115,3367.0
2024-03-29,中班,ES-06,124.3,72,2117.0
2024-03-29,中班,ES-07,143.8,99,2979.0
2024-03-29,中班,ES-08,140.5,76,2252.0
2024-03-29,夜班,ES-02,122.9,130,4129.0
2024-03-29,夜班,ES-03,114.7,114,3369.0
2024-03-29,夜班,ES-05,123.9,78,2400.0
2024-03-29,夜班,ES-06,126.9,106,3401.0
2024-03-29,夜班,ES-07,144.2,90,2907.0
2024-03-29,夜班,ES-08,117.5,68,1963.0
2024-03-30,早班,ES-02,134.4,93,2846.0
2024-03-30,早班,ES-03,116.1,106,3160.0
2024-03-30,早班,ES-04,178.9,82,2573.0
2024-03-30,早班,ES-05,118.8,43,1252.0
2024-03-30,早班,ES-06,124.6,91,2631.0
2024-03-30,中班,ES-04,173.5,107,3380.0
2024-03-30,中班,ES-05,125.8,64,1807.0
2024-03-30,中班,ES-06,125.7,97,2828.0
2024-03-30,中班,ES-07,158.7,90,2914.0
2024-03-30,中班,ES-08,121.6,80,2340.0
2024-03-30,夜班,ES-03,111.1,58,1852.0
2024-03-30,夜班,ES-04,191.2,115,3554.0
2024-03-30,夜班,ES-05,137.5,112,3472.0
2024-03-30,夜班,ES-06,126.2,126,3570.0
2024-03-30,夜班,ES-07,146.6,97,2914.0
2024-03-30,夜班,ES-08,117.0,96,2981.0
2024-03-31,早班,ES-01,114.9,130,4118.0
2024-03-31,早班,ES-02,124.2,69,1988.0
2024-03-31,早班,ES-03,110.0,96,2984.0
2024-03-31,早班,ES-04,186.6,83,2362.0
2024-03-31,早班,ES-06,129.6,47,1469.0
2024-03-31,早班,ES-07,162.9,110,3241.0
2024-03-31,早班,ES-08,118.0,82,2704.0
2024-03-31,中班,ES-01,131.0,113,3412.0
2024-03-31,中班,ES-02,109.5,106,3010.0
2024-03-31,中班,ES-03,109.1,76,2218.0
2024-03-31,中班,ES-04,177.2,77,2456.0
2024-03-31,中班,ES-05,115.5,104,3031.0
2024-03-31,中班,ES-06,145.1,107,3466.0
2024-03-31,中班,ES-07,152.1,98,3019.0
2024-03-31,中班,ES-08,119.6,100,2960.0
2024-03-31,夜班,ES-02,121.5,92,2634.0
2024-03-31,夜班,ES-03,119.6,115,3508.0
2024-03-31,夜班,ES-04,192.6,86,2809.0
2024-03-31,夜班,ES-05,139.0,78,2248.0
2024-03-31,夜班,ES-06,149.7,120,3886.0
2024-03-31,夜班,ES-07,148.9,75,2460.0
2024-04-01,早班,ES-01,114.6,94,2637.0
2024-04-01,早班,ES-02,128.2,84,2426.0
2024-04-01,早班,ES-03,120.9,97,3052.0
2024-04-01,早班,ES-04,180.7,93,3004.0
2024-04-01,早班,ES-05,120.8,85,2733.0
2024-04-01,早班,ES-07,152.7,89,2539.0
2024-04-01,早班,ES-08,98.6,98,2851.0
2024-04-01,中班,ES-01,122.7,87,2739.0
2024-04-01,中班,ES-02,137.5,81,2660.0
2024-04-01,中班,ES-03,107.2,93,2819.0
2024-04-01,中班,ES-04,179.1,115,3282.0
2024-04-01,中班,ES-06,127.6,95,3099.0
2024-04-01,中班,ES-07,154.9,109,3145.0
2024-04-01,中班,ES-08,123.0,79,2238.0
2024-04-01,夜班,ES-02,114.8,99,2867.0
2024-04-01,夜班,ES-03,108.1,95,2727.0
2024-04-01,夜班,ES-04,175.3,81,2452.0
2024-04-01,夜班,ES-05,124.4,88,2833.0
2024-04-01,夜班,ES-06,126.5,102,3148.0
2024-04-01,夜班,ES-07,153.3,85,2667.0
2024-04-01,夜班,ES-08,124.1,86,2441.0
2024-04-02,早班,ES-02,129.2,96,2932.0
2024-04-02,早班,ES-05,135.2,152,4315.0
2024-04-02,早班,ES-06,116.5,70,2270.0
2024-04-02,早班,ES-07,147.4,84,2568.0
2024-04-02,早班,ES-08,111.4,95,3063.0
2024-04-02,中班,ES-01,117.2,79,2323.0
2024-04-02,中班,ES-02,123.9,104,3194.0
2024-04-02,中班,ES-05,122.9,90,2620.0
2024-04-02,中班,ES-06,178.9,87,2720.0
2024-04-02,中班,ES-07,146.5,74,2352.0
2024-04-02,中班,ES-08,111.8,108,3053.0
2024-04-02,夜班,ES-01,124.1,89,2868.0
2024-04-02,夜班,ES-02,140.1,78,2293.0
2024-04-02,夜班,ES-03,120.3,59,1869.0
2024-04-02,夜班,ES-04,219.4,67,1998.0
2024-04-02,夜班,ES-05,109.6,88,2692.0
2024-04-02,夜班,ES-06,120.8,97,2862.0
2024-04-02,夜班,ES-07,150.4,104,3053.0
2024-04-03,早班,ES-01,109.1,80,2634.0
2024-04-03,早班,ES-02,130.3,100,2827.0
2024-04-03,早班,ES-04,175.4,85,2688.0
2024-04-03,早班,ES-05,137.0,103,2915.0
2024-04-03,早班,ES-06,115.9,109,3482.0
2024-04-03,中班,ES-01,118.0,125,3935.0
2024-04-03,中班,ES-02,136.8,87,2494.0
2024-04-03,中班,ES-04,168.3,104,3018.0
2024-04-03,中班,ES-06,116.2,83,2507.0
2024-04-03,中班,ES-07,148.0,70,2217.0
2024-04-03,中班,ES-08,134.1,47,1392.0
2024-04-03,夜班,ES-03,101.7,103,3170.0
2024-04-03,夜班,ES-04,178.6,92,2974.0
2024-04-03,夜班,ES-06,147.8,72,2168.0
2024-04-03,夜班,ES-07,151.5,88,2584.0
2024-04-03,夜班,ES-08,118.0,66,2128.0
2024-04-04,早班,ES-01,117.3,77,2195.0
2024-04-04,早班,ES-02,128.3,94,2669.0
2024-04-04,早班,ES-03,113.5,78,2240.0
2024-04-04,早班,ES-04,175.5,129,4120.0
2024-04-04,早班,ES-05,118.5,107,3157.0
2024-04-04,早班,ES-06,113.0,104,3264.0
2024-04-04,早班,ES-07,138.1,74,2261.0
2024-04-04,早班,ES-08,113.7,78,2468.0
2024-04-04,中班,ES-01,116.1,83,2399.0
2024-04-04,中班,ES-02,138.1,104,3131.0
2024-04-04,中班,ES-03,99.5,116,3596.0
2024-04-04,中班,ES-04,173.8,70,2230.0
2024-04-04,中班,ES-05,129.5,103,3222.0
2024-04-04,中班,ES-06,130.3,114,3444.0
2024-04-04,中班,ES-07,147.3,93,2704.0
2024-04-04,中班,ES-08,131.7,64,1921.0
2024-04-04,夜班,ES-01,112.0,112,3607.0
2024-04-04,夜班,ES-02,127.0,104,3017.0
2024-04-04,夜班,ES-03,99.7,103,3320.0
2024-04-04,夜班,ES-04,173.1,61,1827.0
2024-04-04,夜班,ES-06,128.4,104,3183.0
2024-04-04,夜班,ES-07,156.3,53,1498.0
2024-04-04,夜班,ES-08,113.2,107,3162.0
2024-04-05,早班,ES-01,114.4,79,2428.0
2024-04-05,早班,ES-02,135.8,83,2512.0
2024-04-05,早班,ES-03,103.2,115,3437.0
2024-04-05,早班,ES-05,118.8,58,1831.0
2024-04-05,早班,ES-06,125.1,90,2706.0
2024-04-05,早班,ES-08,126.5,97,3133.0
2024-04-05,中班,ES-01,110.3,80,2508.0
2024-04-05,中班,ES-03,113.3,104,3158.0
2024-04-05,中班,ES-04,178.6,109,3374.0
2024-04-05,中班,ES-05,126.8,94,2870.0
2024-04-05,中班,ES-06,128.0,101,2829.0
2024-04-05,中班,ES-07,156.2,108,3310.0
2024-04-05,中班,ES-08,119.1,93,2898.0
2024-04-05,夜班,ES-01,123.6,118,3673.0
2024-04-05,夜班,ES-02,132.4,114,3471.0
2024-04-05,夜班,ES-03,113.5,96,2885.0
2024-04-05,夜班,ES-04,187.9,78,2422.0
2024-04-05,夜班,ES-05,119.0,121,3670.0
2024-04-05,夜班,ES-08,127.7,104,2936.0
2024-04-06,早班,ES-01,124.8,91,2846.0
2024-04-06,早班,ES-02,120.9,115,3362.0
2024-04-06,早班,ES-03,110.7,117,3534.0
2024-04-06,早班,ES-04,167.8,105,3273.0
2024-04-06,早班,ES-05,129.4,94,2883.0
2024-04-06,早班,ES-06,149.2,98,2830.0
2024-04-06,早班,ES-07,150.0,78,2532.0
2024-04-06,早班,ES-08,137.3,106,3295.0
2024-04-06,中班,ES-01,130.1,108,3459.0
2024-04-06,中班,ES-02,134.4,79,2280.0
2024-04-06,中班,ES-03,100.8,112,3138.0
2024-04-06,中班,ES-04,177.1,82,2316.0
2024-04-06,中班,ES-05,123.7,105,3438.0
2024-04-06,中班,ES-06,126.4,77,2462.0
2024-04-06,中班,ES-07,158.7,87,2507.0
2024-04-06,中班,ES-08,123.9,71,2024.0
2024-04-06,夜班,ES-01,110.6,90,2842.0
2024-04-06,夜班,ES-02,120.7,69,2240.0
2024-04-06,夜班,ES-05,113.0,97,3040.0
2024-04-06,夜班,ES-07,126.9,103,3271.0
2024-04-06,夜班,ES-08,111.9,72,2274.0
2024-04-07,早班,ES-03,112.6,98,3059.0
2024-04-07,早班,ES-06,120.5,87,2540.0
2024-04-07,早班,ES-07,146.6,89,2684.0
2024-04-07,早班,ES-08,121.4,127,3609.0
2024-04-07,中班,ES-03,110.1,97,2817.0
2024-04-07,中班,ES-04,178.9,72,2107.0
2024-04-07,中班,ES-05,123.1,100,2966.0
2024-04-07,中班,ES-06,140.4,115,3280.0
2024-04-07,中班,ES-07,143.5,94,3048.0
2024-04-07,中班,ES-08,118.5,75,2167.0
2024-04-07,夜班,ES-01,106.3,83,2601.0
2024-04-07,夜班,ES-03,98.9,96,3074.0
