date,ore_volume,rock_volume,total_volume,plan_volume
2025-05-31,32953.0,53269.0,86222.0,82070.0
2025-06-01,27976.0,50041.0,78017.0,82758.0
2025-06-02,33473.0,54883.0,88356.0,82758.0
2025-06-03,35089.0,56219.0,91308.0,82758.0
2025-06-04,29379.0,45241.0,74620.0,82758.0
2025-06-05,29567.0,46454.0,76021.0,82758.0
2025-06-06,34466.0,53661.0,88127.0,82758.0
2025-06-07,31113.0,50160.0,81273.0,82758.0
2025-06-08,32629.0,54876.0,87505.0,82758.0
2025-06-09,30573.0,51706.0,82279.0,82758.0
2025-06-10,34754.0,45566.0,80320.0,82758.0
2025-06-11,31848.0,48111.0,79959.0,82758.0
2025-06-12,32133.0,42493.0,74626.0,82758.0
2025-06-13,35013.0,52063.0,87076.0,82758.0
2025-06-14,30780.0,52248.0,83028.0,82758.0
2025-06-15,27510.0,48361.0,75871.0,82758.0
2025-06-16,30599.0,57084.0,87683.0,82758.0
2025-06-17,32585.0,57548.0,90133.0,82758.0
2025-06-18,28150.0,52355.0,80505.0,82758.0
2025-06-19,33001.0,44899.0,77900.0,82758.0
2025-06-20,30417.0,55365.0,85782.0,82758.0
2025-06-21,34132.0,55137.0,89269.0,82758.0
2025-06-22,24343.0,51209.0,75552.0,82758.0
2025-06-23,29883.0,56770.0,86653.0,82758.0
2025-06-24,27906.0,48620.0,76526.0,82758.0
2025-06-25,29802.0,60685.0,90487.0,82758.0
2025-06-26,32167.0,49411.0,81578.0,82758.0
2025-06-27,31230.0,55908.0,87138.0,82758.0
2025-06-28,31069.0,46653.0,77722.0,82758.0
2025-06-29,29279.0,46533.0,75812.0,82758.0
2025-06-30,32078.0,58833.0,90911.0,82758.0
2025-07-01,29413.0,52082.0,81495.0,81478.0
2025-07-02,33189.0,56267.0,89456.0,81478.0
2025-07-03,33093.0,53977.0,87070.0,81478.0
2025-07-04,32483.0,52678.0,85161.0,81478.0
2025-07-05,32861.0,58260.0,91121.0,81478.0
2025-07-06,30289.0,49178.0,79467.0,81478.0
2025-07-07,36114.0,46310.0,82424.0,81478.0
2025-07-08,31445.0,50023.0,81468.0,81478.0
2025-07-09,30961.0,55168.0,86129.0,81478.0
2025-07-10,29979.0,54574.0,84553.0,81478.0
2025-07-11,29365.0,47113.0,76478.0,81478.0
2025-07-12,28897.0,50312.0,79209.0,81478.0
2025-07-13,27678.0,47850.0,75528.0,81478.0
2025-07-14,31477.0,51668.0,83145.0,81478.0
2025-07-15,32366.0,47823.0,80189.0,81478.0
2025-07-16,31742.0,50659.0,82401.0,81478.0
2025-07-17,29943.0,50272.0,80215.0,81478.0
2025-07-18,33606.0,55966.0,89572.0,81478.0
2025-07-19,33250.0,56102.0,89352.0,81478.0
2025-07-20,29269.0,49466.0,78735.0,81478.0
2025-07-21,30181.0,51522.0,81703.0,81478.0
2025-07-22,32821.0,53536.0,86357.0,81478.0
2025-07-23,32025.0,49892.0,81917.0,81478.0
2025-07-24,28422.0,48628.0,77050.0,81478.0
2025-07-25,31455.0,49403.0,80858.0,81478.0
2025-07-26,32177.0,50553.0,82730.0,81478.0
2025-07-27,27617.0,45534.0,73151.0,81478.0
2025-07-28,32010.0,53560.0,85570.0,81478.0
2025-07-29,28387.0,55705.0,84092.0,81478.0
2025-07-30,34523.0,46889.0,81412.0,81478.0
2025-07-31,34324.0,53003.0,87327.0,81478.0
2025-08-01,31018.0,52059.0,83077.0,81230.0
2025-08-02,32368.0,54179.0,86547.0,81230.0
2025-08-03,24261.0,49818.0,74079.0,81230.0
2025-08-04,29014.0,47330.0,76344.0,81230.0
2025-08-05,30905.0,48041.0,78946.0,81230.0
2025-08-06,29187.0,52935.0,82122.0,81230.0
2025-08-07,33111.0,56717.0,89828.0,81230.0
2025-08-08,35928.0,44378.0,80306.0,81230.0
2025-08-09,28939.0,54089.0,83028.0,81230.0
2025-08-10,27678.0,54279.0,81957.0,81230.0
2025-08-11,32032.0,52160.0,84192.0,81230.0
2025-08-12,35051.0,54815.0,89866.0,81230.0
2025-08-13,28810.0,50034.0,78844.0,81230.0
2025-08-14,32040.0,52234.0,84274.0,81230.0
2025-08-15,35492.0,46510.0,82002.0,81230.0
2025-08-16,27843.0,43741.0,71584.0,81230.0
2025-08-17,18491.0,36920.0,55411.0,81230.0
2025-08-18,30530.0,48868.0,79398.0,81230.0
2025-08-19,30308.0,50860.0,81168.0,81230.0
2025-08-20,33233.0,47302.0,80535.0,81230.0
2025-08-21,31969.0,47192.0,79161.0,81230.0
2025-08-22,27524.0,51868.0,79392.0,81230.0
2025-08-23,32554.0,49734.0,82288.0,81230.0
2025-08-24,28141.0,50921.0,79062.0,81230.0
2025-08-25,34206.0,54183.0,88389.0,81230.0
2025-08-26,30013.0,53660.0,83673.0,81230.0
2025-08-27,29984.0,53325.0,83309.0,81230.0
2025-08-28,32565.0,58391.0,90956.0,81230.0
2025-08-29,33044.0,48315.0,81359.0,81230.0
2025-08-30,32342.0,52140.0,84482.0,81230.0
2025-08-31,25638.0,53629.0,79267.0,81230.0
2025-09-01,32521.0,57106.0,89627.0,81483.0
2025-09-02,29052.0,46874.0,75926.0,81483.0
2025-09-03,31835.0,51065.0,82900.0,81483.0
2025-09-04,28175.0,57388.0,85563.0,81483.0
2025-09-05,32279.0,54133.0,86412.0,81483.0
2025-09-06,29512.0,52919.0,82431.0,81483.0
2025-09-07,12072.0,22052.0,34124.0,81483.0
2025-09-08,32837.0,50668.0,83505.0,81483.0
2025-09-09,31787.0,53196.0,84983.0,81483.0
2025-09-10,29894.0,51116.0,81010.0,81483.0
2025-09-11,34427.0,51887.0,86314.0,81483.0
2025-09-12,30254.0,52321.0,82575.0,81483.0
2025-09-13,31284.0,49419.0,80703.0,81483.0
2025-09-14,29794.0,50992.0,80786.0,81483.0
2025-09-15,29828.0,63017.0,92845.0,81483.0
2025-09-16,32217.0,45164.0,77381.0,81483.0
2025-09-17,29996.0,53120.0,83116.0,81483.0
2025-09-18,30253.0,48973.0,79226.0,81483.0
2025-09-19,34145.0,54029.0,88174.0,81483.0
2025-09-20,28847.0,51985.0,80832.0,81483.0
2025-09-21,23817.0,51676.0,75493.0,81483.0
2025-09-22,34658.0,56220.0,90878.0,81483.0
2025-09-23,36712.0,52457.0,89169.0,81483.0
2025-09-24,30200.0,56000.0,86200.0,81483.0
2025-09-25,26820.0,42762.0,69582.0,81483.0
2025-09-26,30386.0,57687.0,88073.0,81483.0
2025-09-27,30428.0,53041.0,83469.0,81483.0
2025-09-28,28629.0,52683.0,81312.0,81483.0
2025-09-29,28586.0,46924.0,75510.0,81483.0
2025-09-30,32299.0,48375.0,80674.0,81483.0
2025-10-01,32167.0,52059.0,84226.0,82370.0
2025-10-02,27714.0,51412.0,79126.0,82370.0
2025-10-03,32529.0,52525.0,85054.0,82370.0
2025-10-04,35495.0,55543.0,91038.0,82370.0
2025-10-05,29346.0,41686.0,71032.0,82370.0
2025-10-06,30215.0,55067.0,85282.0,82370.0
2025-10-07,30633.0,51371.0,82004.0,82370.0
2025-10-08,32288.0,50537.0,82825.0,82370.0
2025-10-09,27116.0,45694.0,72810.0,82370.0
2025-10-10,31274.0,53169.0,84443.0,82370.0
2025-10-11,30042.0,42056.0,72098.0,82370.0
2025-10-12,32955.0,50667.0,83622.0,82370.0
2025-10-13,30496.0,45506.0,76002.0,82370.0
2025-10-14,34537.0,51352.0,85889.0,82370.0
2025-10-15,28429.0,50670.0,79099.0,82370.0
2025-10-16,32138.0,55540.0,87678.0,82370.0
2025-10-17,31538.0,50390.0,81928.0,82370.0
2025-10-18,28913.0,48405.0,77318.0,82370.0
2025-10-19,29205.0,46092.0,75297.0,82370.0
2025-10-20,33471.0,55828.0,89299.0,82370.0
2025-10-21,30081.0,53003.0,83084.0,82370.0
2025-10-22,27061.0,49474.0,76535.0,82370.0
2025-10-23,30734.0,50016.0,80750.0,82370.0
2025-10-24,28777.0,44934.0,73711.0,82370.0
2025-10-25,29999.0,52340.0,82339.0,82370.0
2025-10-26,28563.0,41152.0,69715.0,82370.0
2025-10-27,26980.0,53672.0,80652.0,82370.0
2025-10-28,27168.0,51279.0,78447.0,82370.0
2025-10-29,31773.0,59837.0,91610.0,82370.0
2025-10-30,29553.0,46562.0,76115.0,82370.0
2025-10-31,25051.0,50329.0,75380.0,82370.0
2025-11-01,32411.0,57529.0,89940.0,82349.0
2025-11-02,29274.0,52200.0,81474.0,82349.0
2025-11-03,29095.0,48005.0,77100.0,82349.0
2025-11-04,27760.0,51479.0,79239.0,82349.0
2025-11-05,32487.0,50613.0,83100.0,82349.0
2025-11-06,31408.0,51655.0,83063.0,82349.0
2025-11-07,35872.0,47907.0,83779.0,82349.0
2025-11-08,31546.0,50202.0,81748.0,82349.0
2025-11-09,29466.0,41448.0,70914.0,82349.0
2025-11-10,30238.0,51013.0,81251.0,82349.0
2025-11-11,32394.0,52190.0,84584.0,82349.0
2025-11-12,31964.0,49595.0,81559.0,82349.0
2025-11-13,33335.0,44303.0,77638.0,82349.0
2025-11-14,29427.0,54177.0,83604.0,82349.0
2025-11-15,29608.0,51787.0,81395.0,82349.0
2025-11-16,27505.0,44625.0,72130.0,82349.0
2025-11-17,32292.0,49299.0,81591.0,82349.0
2025-11-18,33841.0,44646.0,78487.0,82349.0
2025-11-19,29529.0,46434.0,75963.0,82349.0
2025-11-20,29597.0,48270.0,77867.0,82349.0
2025-11-21,31216.0,54965.0,86181.0,82349.0
2025-11-22,29978.0,47851.0,77829.0,82349.0
2025-11-23,30607.0,49699.0,80306.0,82349.0
2025-11-24,25553.0,48205.0,73758.0,82349.0
2025-11-25,28682.0,51178.0,79860.0,82349.0
2025-11-26,28774.0,49684.0,78458.0,82349.0
2025-11-27,25385.0,53525.0,78910.0,82349.0
2025-11-28,28365.0,48162.0,76527.0,82349.0
2025-11-29,28466.0,44205.0,72671.0,82349.0
2025-11-30,28032.0,41917.0,69949.0,82349.0
2025-12-01,32919.0,48135.0,81054.0,82211.0
2025-12-02,29926.0,45398.0,75324.0,82211.0
2025-12-03,28194.0,51692.0,79886.0,82211.0
2025-12-04,30332.0,48352.0,78684.0,82211.0
2025-12-05,32762.0,59135.0,91897.0,82211.0
2025-12-06,28303.0,43499.0,71802.0,82211.0
2025-12-07,26443.0,47866.0,74309.0,82211.0
2025-12-08,31672.0,45797.0,77469.0,82211.0
2025-12-09,29953.0,48200.0,78153.0,82211.0
2025-12-10,31862.0,50605.0,82467.0,82211.0
2025-12-11,30405.0,41223.0,71628.0,82211.0
2025-12-12,31976.0,50953.0,82929.0,82211.0
2025-12-13,28153.0,57277.0,85430.0,82211.0
2025-12-14,28401.0,45317.0,73718.0,82211.0
2025-12-15,29963.0,51022.0,80985.0,82211.0
2025-12-16,27750.0,53925.0,81675.0,82211.0
2025-12-17,26984.0,49402.0,76386.0,82211.0
2025-12-18,31931.0,47814.0,79745.0,82211.0
2025-12-19,29649.0,41370.0,71019.0,82211.0
2025-12-20,28172.0,52451.0,80623.0,82211.0
2025-12-21,28209.0,46583.0,74792.0,82211.0
2025-12-22,32902.0,46162.0,79064.0,82211.0
2025-12-23,25402.0,50490.0,75892.0,82211.0
2025-12-24,20107.0,35423.0,55530.0,82211.0
2025-12-25,28390.0,48000.0,76390.0,82211.0
2025-12-26,33636.0,52312.0,85948.0,82211.0
2025-12-27,31044.0,44923.0,75967.0,82211.0
2025-12-28,30111.0,50990.0,81101.0,82211.0
2025-12-29,27916.0,44700.0,72616.0,82211.0
2025-12-30,27963.0,47495.0,75458.0,82211.0
2025-12-31,31413.0,57324.0,88737.0,82211.0
2026-01-01,30558.0,54304.0,84862.0,82439.0
2026-01-02,31639.0,50395.0,82034.0,82439.0
2026-01-03,30021.0,46454.0,76475.0,82439.0
2026-01-04,29049.0,45022.0,74071.0,82439.0
2026-01-05,30788.0,50317.0,81105.0,82439.0
2026-01-06,32154.0,50187.0,82341.0,82439.0
2026-01-07,32222.0,49706.0,81928.0,82439.0
2026-01-08,9585.0,17803.0,27388.0,82439.0
2026-01-09,25510.0,49251.0,74761.0,82439.0
2026-01-10,32662.0,44594.0,77256.0,82439.0
2026-01-11,31075.0,45119.0,76194.0,82439.0
2026-01-12,28221.0,53566.0,81787.0,82439.0
2026-01-13,26379.0,44901.0,71280.0,82439.0
2026-01-14,30694.0,49390.0,80084.0,82439.0
2026-01-15,32529.0,47006.0,79535.0,82439.0
2026-01-16,34441.0,50555.0,84996.0,82439.0
2026-01-17,31628.0,48667.0,80295.0,82439.0
2026-01-18,27680.0,52769.0,80449.0,82439.0
2026-01-19,28538.0,52093.0,80631.0,82439.0
2026-01-20,30535.0,45196.0,75731.0,82439.0
2026-01-21,29857.0,52745.0,82602.0,82439.0
2026-01-22,28289.0,47265.0,75554.0,82439.0
2026-01-23,35036.0,48030.0,83066.0,82439.0
2026-01-24,34463.0,51430.0,85893.0,82439.0
2026-01-25,31043.0,45384.0,76427.0,82439.0
2026-01-26,15402.0,28975.0,44377.0,82439.0
2026-01-27,32439.0,47342.0,79781.0,82439.0
2026-01-28,31973.0,47950.0,79923.0,82439.0
2026-01-29,31547.0,47825.0,79372.0,82439.0
2026-01-30,33331.0,48187.0,81518.0,82439.0
2026-01-31,31988.0,54532.0,86520.0,82439.0
2026-02-01,30227.0,49763.0,79990.0,83443.0
2026-02-02,32009.0,56890.0,88899.0,83443.0
2026-02-03,31366.0,59029.0,90395.0,83443.0
2026-02-04,26702.0,46515.0,73217.0,83443.0
2026-02-05,30819.0,50719.0,81538.0,83443.0
2026-02-06,29421.0,46003.0,75424.0,83443.0
2026-02-07,27838.0,47538.0,75376.0,83443.0
2026-02-08,14678.0,20464.0,35142.0,83443.0
2026-02-09,34477.0,46519.0,80996.0,83443.0
2026-02-10,33674.0,46562.0,80236.0,83443.0
2026-02-11,31255.0,50033.0,81288.0,83443.0
2026-02-12,33676.0,45981.0,79657.0,83443.0
2026-02-13,30741.0,53828.0,84569.0,83443.0
2026-02-14,31172.0,47164.0,78336.0,83443.0
2026-02-15,26331.0,58352.0,84683.0,83443.0
2026-02-16,31621.0,48985.0,80606.0,83443.0
2026-02-17,30892.0,50999.0,81891.0,83443.0
2026-02-18,27904.0,45828.0,73732.0,83443.0
2026-02-19,30669.0,57259.0,87928.0,83443.0
2026-02-20,30618.0,55056.0,85674.0,83443.0
2026-02-21,34760.0,51956.0,86716.0,83443.0
2026-02-22,30784.0,42736.0,73520.0,83443.0
2026-02-23,30854.0,51682.0,82536.0,83443.0
2026-02-24,31389.0,46647.0,78036.0,83443.0
2026-02-25,30951.0,56492.0,87443.0,83443.0
2026-02-26,30420.0,54038.0,84458.0,83443.0
2026-02-27,28497.0,51354.0,79851.0,83443.0
2026-02-28,30559.0,41761.0,72320.0,83443.0
2026-03-01,27263.0,44311.0,71574.0,82508.0
2026-03-02,28166.0,53690.0,81856.0,82508.0
2026-03-03,32055.0,55714.0,87769.0,82508.0
2026-03-04,31804.0,55349.0,87153.0,82508.0
2026-03-05,27026.0,45114.0,72140.0,82508.0
2026-03-06,30700.0,52340.0,83040.0,82508.0
2026-03-07,33173.0,55083.0,88256.0,82508.0
2026-03-08,31327.0,41952.0,73279.0,82508.0
2026-03-09,33267.0,51254.0,84521.0,82508.0
2026-03-10,31109.0,52355.0,83464.0,82508.0
2026-03-11,29178.0,50202.0,79380.0,82508.0
2026-03-12,28667.0,44338.0,73005.0,82508.0
2026-03-13,31823.0,50169.0,81992.0,82508.0
2026-03-14,31913.0,50194.0,82107.0,82508.0
2026-03-15,31925.0,47907.0,79832.0,82508.0
2026-03-16,33527.0,49360.0,82887.0,82508.0
2026-03-17,30830.0,49849.0,80679.0,82508.0
2026-03-18,28398.0,51413.0,79811.0,82508.0
2026-03-19,30447.0,53277.0,83724.0,82508.0
2026-03-20,31642.0,50471.0,82113.0,82508.0
2026-03-21,30733.0,50103.0,80836.0,82508.0
2026-03-22,27921.0,49043.0,76964.0,82508.0
2026-03-23,31763.0,44425.0,76188.0,82508.0
2026-03-24,30112.0,53569.0,83681.0,82508.0
2026-03-25,29854.0,51787.0,81641.0,82508.0
2026-03-26,31935.0,51972.0,83907.0,82508.0
2026-03-27,30380.0,55505.0,85885.0,82508.0
2026-03-28,31816.0,44466.0,76282.0,82508.0
2026-03-29,29895.0,41418.0,71313.0,82508.0
2026-03-30,28801.0,52992.0,81793.0,82508.0
2026-03-31,22348.0,38368.0,60716.0,82508.0
2026-04-01,34500.0,52663.0,87163.0,83759.0
2026-04-02,28795.0,50293.0,79088.0,83759.0
2026-04-03,26709.0,54606.0,81315.0,83759.0
2026-04-04,27285.0,55658.0,82943.0,83759.0
2026-04-05,29459.0,50985.0,80444.0,83759.0
2026-04-06,31478.0,51188.0,82666.0,83759.0
2026-04-07,31165.0,44202.0,75367.0,83759.0
2026-04-08,34110.0,55166.0,89276.0,83759.0
2026-04-09,25573.0,56918.0,82491.0,83759.0
2026-04-10,32338.0,54757.0,87095.0,83759.0
2026-04-11,34917.0,48997.0,83914.0,83759.0
2026-04-12,27015.0,51932.0,78947.0,83759.0
2026-04-13,30674.0,55673.0,86347.0,83759.0
2026-04-14,29868.0,58359.0,88227.0,83759.0
2026-04-15,16292.0,27073.0,43365.0,83759.0
2026-04-16,30834.0,51638.0,82472.0,83759.0
2026-04-17,34707.0,55369.0,90076.0,83759.0
2026-04-18,35622.0,52779.0,88401.0,83759.0
2026-04-19,28855.0,45346.0,74201.0,83759.0
2026-04-20,35799.0,54198.0,89997.0,83759.0
2026-04-21,31700.0,54852.0,86552.0,83759.0
2026-04-22,35493.0,53018.0,88511.0,83759.0
2026-04-23,31443.0,53548.0,84991.0,83759.0
2026-04-24,31951.0,51761.0,83712.0,83759.0
2026-04-25,32480.0,58391.0,90871.0,83759.0
2026-04-26,36682.0,46381.0,83063.0,83759.0
2026-04-27,33575.0,50601.0,84176.0,83759.0
2026-04-28,30159.0,52904.0,83063.0,83759.0
2026-04-29,33860.0,56231.0,90091.0,83759.0
2026-04-30,30945.0,47230.0,78175.0,83759.0
2026-05-01,30676.0,47969.0,78645.0,84669.0
2026-05-02,33765.0,45233.0,78998.0,84669.0
2026-05-03,29847.0,50129.0,79976.0,84669.0
2026-05-04,32404.0,48783.0,81187.0,84669.0
2026-05-05,31835.0,51598.0,83433.0,84669.0
2026-05-06,32556.0,55600.0,88156.0,84669.0
2026-05-07,32763.0,50676.0,83439.0,84669.0
2026-05-08,27579.0,54019.0,81598.0,84669.0
2026-05-09,33318.0,52029.0,85347.0,84669.0
2026-05-10,27703.0,52746.0,80449.0,84669.0
2026-05-11,28702.0,55023.0,83725.0,84669.0
2026-05-12,31758.0,50613.0,82371.0,84669.0
2026-05-13,32082.0,52627.0,84709.0,84669.0
2026-05-14,30383.0,57258.0,87641.0,84669.0
2026-05-15,33748.0,54811.0,88559.0,84669.0
2026-05-16,28977.0,48031.0,77008.0,84669.0
2026-05-17,29046.0,52855.0,81901.0,84669.0
2026-05-18,30665.0,49265.0,79930.0,84669.0
2026-05-19,31859.0,58776.0,90635.0,84669.0
2026-05-20,32585.0,57323.0,89908.0,84669.0
2026-05-21,29764.0,54555.0,84319.0,84669.0
2026-05-22,33585.0,54072.0,87657.0,84669.0
2026-05-23,32140.0,52701.0,84841.0,84669.0
2026-05-24,25848.0,53095.0,78943.0,84669.0
2026-05-25,27711.0,52128.0,79839.0,84669.0
2026-05-26,32002.0,54451.0,86453.0,84669.0
2026-05-27,31551.0,56889.0,88440.0,84669.0
2026-05-28,31819.0,51460.0,83279.0,84669.0
2026-05-29,31993.0,51272.0,83265.0,84669.0
2026-05-30,32559.0,49093.0,81652.0,84669.0
2026-05-31,32156.0,46604.0,78760.0,84669.0
2026-06-01,29635.0,46718.0,76353.0,83483.0
2026-06-02,29509.0,56456.0,85965.0,83483.0
2026-06-03,29689.0,60573.0,90262.0,83483.0
2026-06-04,32738.0,59131.0,91869.0,83483.0
2026-06-05,34848.0,47551.0,82399.0,83483.0
2026-06-06,31167.0,56500.0,87667.0,83483.0
2026-06-07,24619.0,56164.0,80783.0,83483.0
2026-06-08,28381.0,52038.0,80419.0,83483.0
2026-06-09,30303.0,54172.0,84475.0,83483.0
2026-06-10,30915.0,46170.0,77085.0,83483.0
2026-06-11,31249.0,54826.0,86075.0,83483.0
2026-06-12,32238.0,49783.0,82021.0,83483.0
2026-06-13,31473.0,54594.0,86067.0,83483.0
2026-06-14,32473.0,44914.0,77387.0,83483.0
2026-06-15,15938.0,29048.0,44986.0,83483.0
2026-06-16,30277.0,57761.0,88038.0,83483.0
2026-06-17,33232.0,50901.0,84133.0,83483.0
2026-06-18,28805.0,49566.0,78371.0,83483.0
2026-06-19,33045.0,45701.0,78746.0,83483.0
2026-06-20,32417.0,52890.0,85307.0,83483.0
2026-06-21,29871.0,48700.0,78571.0,83483.0
2026-06-22,35693.0,48023.0,83716.0,83483.0
2026-06-23,30833.0,55645.0,86478.0,83483.0
2026-06-24,36738.0,52219.0,88957.0,83483.0
2026-06-25,31712.0,49847.0,81559.0,83483.0
2026-06-26,29401.0,51832.0,81233.0,83483.0
2026-06-27,32367.0,58015.0,90382.0,83483.0
2026-06-28,27848.0,53239.0,81087.0,83483.0
2026-06-29,30564.0,53457.0,84021.0,83483.0
2026-06-30,33093.0,56307.0,89400.0,83483.0
2026-07-01,33443.0,49545.0,82988.0,83652.0
2026-07-02,30853.0,54081.0,84934.0,83652.0
2026-07-03,34396.0,54519.0,88915.0,83652.0
2026-07-04,34771.0,52175.0,86946.0,83652.0
2026-07-05,33385.0,52615.0,86000.0,83652.0
2026-07-06,33390.0,50995.0,84385.0,83652.0
2026-07-07,35225.0,55897.0,91122.0,83652.0
2026-07-08,28088.0,56055.0,84143.0,83652.0
2026-07-09,31526.0,42871.0,74397.0,83652.0
2026-07-10,30318.0,58477.0,88795.0,83652.0
2026-07-11,32487.0,42370.0,74857.0,83652.0
2026-07-12,28966.0,48607.0,77573.0,83652.0
2026-07-13,31857.0,57840.0,89697.0,83652.0
2026-07-14,36362.0,52734.0,89096.0,83652.0
2026-07-15,31846.0,48363.0,80209.0,83652.0
2026-07-16,33128.0,49773.0,82901.0,83652.0
2026-07-17,16836.0,30706.0,47542.0,83652.0
2026-07-18,32381.0,46615.0,78996.0,83652.0
2026-07-19,30225.0,55201.0,85426.0,83652.0
2026-07-20,33195.0,53694.0,86889.0,83652.0
2026-07-21,34770.0,49364.0,84134.0,83652.0
2026-07-22,35828.0,51671.0,87499.0,83652.0
2026-07-23,32881.0,50013.0,82894.0,83652.0
2026-07-24,33494.0,57160.0,90654.0,83652.0
2026-07-25,29661.0,56642.0,86303.0,83652.0
2026-07-26,29996.0,44316.0,74312.0,83652.0
2026-07-27,34254.0,52305.0,86559.0,83652.0
2026-07-28,34086.0,50547.0,84633.0,83652.0
2026-07-29,32642.0,58731.0,91373.0,83652.0
2026-07-30,34122.0,48673.0,82795.0,83652.0
2026-07-31,33247.0,59887.0,93134.0,83652.0
2026-08-01,34803.0,53651.0,88454.0,83174.0
2026-08-02,30794.0,46349.0,77143.0,83174.0
2026-08-03,31369.0,51177.0,82546.0,83174.0
2026-08-04,32885.0,50690.0,83575.0,83174.0
2026-08-05,25693.0,48878.0,74571.0,83174.0
2026-08-06,32977.0,54067.0,87044.0,83174.0
2026-08-07,24102.0,49025.0,73127.0,83174.0
2026-08-08,28331.0,45390.0,73721.0,83174.0
2026-08-09,31110.0,49216.0,80326.0,83174.0
2026-08-10,33160.0,46791.0,79951.0,83174.0
2026-08-11,29545.0,50766.0,80311.0,83174.0
2026-08-12,30529.0,50152.0,80681.0,83174.0
2026-08-13,35103.0,50278.0,85381.0,83174.0
2026-08-14,31016.0,61174.0,92190.0,83174.0
2026-08-15,37008.0,53766.0,90774.0,83174.0
2026-08-16,30062.0,51465.0,81527.0,83174.0
2026-08-17,32956.0,46763.0,79719.0,83174.0
2026-08-18,35607.0,51009.0,86616.0,83174.0
2026-08-19,32331.0,54292.0,86623.0,83174.0
2026-08-20,29829.0,49560.0,79389.0,83174.0
2026-08-21,31784.0,56883.0,88667.0,83174.0
2026-08-22,31939.0,48841.0,80780.0,83174.0
2026-08-23,27006.0,49302.0,76308.0,83174.0
2026-08-24,31437.0,51141.0,82578.0,83174.0
2026-08-25,30358.0,53971.0,84329.0,83174.0
2026-08-26,18770.0,28082.0,46852.0,83174.0
2026-08-27,32049.0,52272.0,84321.0,83174.0
2026-08-28,31342.0,52381.0,83723.0,83174.0
2026-08-29,31721.0,50464.0,82185.0,83174.0
2026-08-30,30436.0,52075.0,82511.0,83174.0
2026-08-31,33292.0,54114.0,87406.0,83174.0
2026-09-01,29726.0,52847.0,82573.0,82575.0
2026-09-02,29624.0,51524.0,81148.0,82575.0
2026-09-03,34336.0,56162.0,90498.0,82575.0
2026-09-04,30989.0,52214.0,83203.0,82575.0
2026-09-05,28769.0,51920.0,80689.0,82575.0
2026-09-06,30852.0,50458.0,81310.0,82575.0
2026-09-07,32885.0,59482.0,92367.0,82575.0
2026-09-08,28487.0,47916.0,76403.0,82575.0
2026-09-09,32349.0,55909.0,88258.0,82575.0
2026-09-10,33452.0,45764.0,79216.0,82575.0
2026-09-11,32647.0,53757.0,86404.0,82575.0
2026-09-12,33203.0,58891.0,92094.0,82575.0
2026-09-13,26713.0,51736.0,78449.0,82575.0
2026-09-14,32519.0,53501.0,86020.0,82575.0
2026-09-15,31114.0,50696.0,81810.0,82575.0
2026-09-16,30707.0,52917.0,83624.0,82575.0
2026-09-17,33674.0,51814.0,85488.0,82575.0
2026-09-18,35002.0,49759.0,84761.0,82575.0
2026-09-19,35684.0,51617.0,87301.0,82575.0
