date,equipment_id,equipment_name,build_year,cycle_sec_per_truck,trucks_loaded,work_hours
2024-01-20,WK-28,28#电铲,2016,141.3,487,19.1
2024-01-21,WK-10,10#电铲,2015,141.8,492,19.4
2024-01-21,WK-12,12#电铲,2018,124.8,547,19.0
2024-01-21,WK-15,15#电铲,2020,127.5,541,19.2
2024-01-21,WK-18,18#电铲,2022,122.9,543,18.5
2024-01-21,WK-20,20#电铲,2012,141.8,494,19.5
2024-01-21,WK-22,22#电铲,2019,125.3,600,20.9
2024-01-21,WK-25,25#电铲,2023,123.5,606,20.8
2024-01-21,WK-28,28#电铲,2016,138.3,497,19.1
2024-01-22,WK-10,10#电铲,2015,143.4,487,19.4
2024-01-22,WK-12,12#电铲,2018,126.9,538,19.0
2024-01-22,WK-15,15#电铲,2020,208.5,204,11.8
2024-01-22,WK-18,18#电铲,2022,124.3,537,18.5
2024-01-22,WK-20,20#电铲,2012,144.3,485,19.5
2024-01-22,WK-22,22#电铲,2019,126.6,594,20.9
2024-01-22,WK-25,25#电铲,2023,123.5,606,20.8
2024-01-22,WK-28,28#电铲,2016,139.2,494,19.1
2024-01-23,WK-10,10#电铲,2015,142.3,491,19.4
2024-01-23,WK-12,12#电铲,2018,124.1,550,19.0
2024-01-23,WK-15,15#电铲,2020,127.7,540,19.2
2024-01-23,WK-18,18#电铲,2022,121.6,549,18.5
2024-01-23,WK-20,20#电铲,2012,141.5,495,19.5
2024-01-23,WK-22,22#电铲,2019,125.9,597,20.9
2024-01-23,WK-25,25#电铲,2023,121.5,616,20.8
2024-01-23,WK-28,28#电铲,2016,139.9,491,19.1
2024-01-24,WK-10,10#电铲,2015,141.8,492,19.4
2024-01-24,WK-12,12#电铲,2018,125.0,546,19.0
2024-01-24,WK-15,15#电铲,2020,126.3,546,19.2
2024-01-24,WK-18,18#电铲,2022,124.2,537,18.5
2024-01-24,WK-20,20#电铲,2012,144.3,485,19.5
2024-01-24,WK-22,22#电铲,2019,126.0,597,20.9
2024-01-24,WK-25,25#电铲,2023,122.5,611,20.8
2024-01-24,WK-28,28#电铲,2016,139.7,492,19.1
2024-01-25,WK-10,10#电铲,2015,142.5,490,19.4
2024-01-25,WK-12,12#电铲,2018,126.3,540,19.0
2024-01-25,WK-15,15#电铲,2020,128.0,539,19.2
2024-01-25,WK-18,18#电铲,2022,122.0,547,18.5
2024-01-25,WK-20,20#电铲,2012,141.2,496,19.5
2024-01-25,WK-22,22#电铲,2019,124.0,606,20.9
2024-01-25,WK-25,25#电铲,2023,122.0,613,20.8
2024-01-25,WK-28,28#电铲,2016,143.5,479,19.1
2024-01-26,WK-10,10#电铲,2015,141.3,494,19.4
2024-01-26,WK-12,12#电铲,2018,128.5,532,19.0
2024-01-26,WK-15,15#电铲,2020,129.2,534,19.2
2024-01-26,WK-18,18#电铲,2022,124.3,537,18.5
2024-01-26,WK-20,20#电铲,2012,138.8,504,19.5
2024-01-26,WK-22,22#电铲,2019,124.4,605,20.9
2024-01-26,WK-25,25#电铲,2023,124.0,603,20.8
2024-01-26,WK-28,28#电铲,2016,143.2,480,19.1
2024-01-27,WK-10,10#电铲,2015,140.8,496,19.4
2024-01-27,WK-12,12#电铲,2018,126.9,538,19.0
2024-01-27,WK-15,15#电铲,2020,126.3,546,19.2
2024-01-27,WK-18,18#电铲,2022,124.5,536,18.5
2024-01-27,WK-20,20#电铲,2012,142.1,493,19.5
2024-01-27,WK-22,22#电铲,2019,124.9,602,20.9
2024-01-27,WK-25,25#电铲,2023,124.8,599,20.8
2024-01-27,WK-28,28#电铲,2016,140.8,488,19.1
2024-01-28,WK-10,10#电铲,2015,199.8,94,5.2
2024-01-28,WK-12,12#电铲,2018,128.5,531,19.0
2024-01-28,WK-15,15#电铲,2020,126.9,544,19.2
2024-01-28,WK-18,18#电铲,2022,123.7,539,18.5
2024-01-28,WK-20,20#电铲,2012,139.0,504,19.5
2024-01-28,WK-22,22#电铲,2019,123.6,608,20.9
2024-01-28,WK-25,25#电铲,2023,123.6,605,20.8
2024-01-28,WK-28,28#电铲,2016,138.4,497,19.1
2024-01-29,WK-10,10#电铲,2015,141.2,495,19.4
2024-01-29,WK-12,12#电铲,2018,127.1,537,19.0
2024-01-29,WK-15,15#电铲,2020,127.6,541,19.2
2024-01-29,WK-18,18#电铲,2022,123.4,541,18.5
2024-01-29,WK-20,20#电铲,2012,139.1,503,19.5
2024-01-29,WK-22,22#电铲,2019,124.4,605,20.9
2024-01-29,WK-25,25#电铲,2023,122.4,611,20.8
2024-01-29,WK-28,28#电铲,2016,142.0,484,19.1
2024-01-30,WK-10,10#电铲,2015,141.8,492,19.4
2024-01-30,WK-12,12#电铲,2018,126.7,539,19.0
2024-01-30,WK-15,15#电铲,2020,127.5,541,19.2
2024-01-30,WK-18,18#电铲,2022,122.5,544,18.5
2024-01-30,WK-20,20#电铲,2012,137.7,508,19.5
2024-01-30,WK-22,22#电铲,2019,124.2,606,20.9
2024-01-30,WK-25,25#电铲,2023,124.0,603,20.8
2024-01-30,WK-28,28#电铲,2016,141.7,485,19.1
2024-01-31,WK-10,10#电铲,2015,139.8,499,19.4
2024-01-31,WK-12,12#电铲,2018,125.4,545,19.0
2024-01-31,WK-15,15#电铲,2020,126.2,547,19.2
2024-01-31,WK-18,18#电铲,2022,126.3,528,18.5
2024-01-31,WK-20,20#电铲,2012,138.8,505,19.5
2024-01-31,WK-22,22#电铲,2019,122.9,612,20.9
2024-01-31,WK-25,25#电铲,2023,123.4,606,20.8
2024-01-31,WK-28,28#电铲,2016,139.4,493,19.1
2024-02-01,WK-10,10#电铲,2015,138.3,505,19.4
2024-02-01,WK-12,12#电铲,2018,127.4,536,19.0
2024-02-01,WK-15,15#电铲,2020,125.2,551,19.2
2024-02-01,WK-18,18#电铲,2022,124.0,538,18.5
2024-02-01,WK-20,20#电铲,2012,140.7,497,19.5
2024-02-01,WK-22,22#电铲,2019,124.7,603,20.9
2024-02-01,WK-25,25#电铲,2023,123.4,606,20.8
2024-02-01,WK-28,28#电铲,2016,139.5,493,19.1
2024-02-02,WK-10,10#电铲,2015,137.1,509,19.4
2024-02-02,WK-12,12#电铲,2018,125.1,546,19.0
2024-02-02,WK-15,15#电铲,2020,128.6,536,19.2
2024-02-02,WK-18,18#电铲,2022,124.1,538,18.5
2024-02-02,WK-20,20#电铲,2012,141.2,496,19.5
2024-02-02,WK-22,22#电铲,2019,125.3,600,20.9
2024-02-02,WK-25,25#电铲,2023,123.6,605,20.8
2024-02-02,WK-28,28#电铲,2016,139.6,492,19.1
2024-02-03,WK-10,10#电铲,2015,138.4,505,19.4
2024-02-03,WK-12,12#电铲,2018,125.8,543,19.0
2024-02-03,WK-15,15#电铲,2020,128.9,535,19.2
2024-02-03,WK-18,18#电铲,2022,123.9,538,18.5
2024-02-03,WK-20,20#电铲,2012,140.0,500,19.5
2024-02-03,WK-22,22#电铲,2019,128.1,587,20.9
2024-02-03,WK-25,25#电铲,2023,123.4,606,20.8
2024-02-03,WK-28,28#电铲,2016,141.2,487,19.1
2024-02-04,WK-10,10#电铲,2015,140.6,497,19.4
2024-02-04,WK-12,12#电铲,2018,124.6,548,19.0
2024-02-04,WK-15,15#电铲,2020,127.5,541,19.2
2024-02-04,WK-18,18#电铲,2022,124.6,535,18.5
2024-02-04,WK-20,20#电铲,2012,138.6,505,19.5
2024-02-04,WK-22,22#电铲,2019,126.6,594,20.9
2024-02-04,WK-25,25#电铲,2023,124.1,603,20.8
2024-02-04,WK-28,28#电铲,2016,141.5,486,19.1
2024-02-05,WK-10,10#电铲,2015,141.5,494,19.4
2024-02-05,WK-12,12#电铲,2018,125.0,546,19.0
2024-02-05,WK-15,15#电铲,2020,127.5,541,19.2
2024-02-05,WK-18,18#电铲,2022,125.3,532,18.5
2024-02-05,WK-20,20#电铲,2012,137.5,509,19.5
2024-02-05,WK-22,22#电铲,2019,125.1,601,20.9
2024-02-05,WK-25,25#电铲,2023,123.4,606,20.8
2024-02-05,WK-28,28#电铲,2016,141.1,487,19.1
2024-02-06,WK-10,10#电铲,2015,140.3,497,19.4
2024-02-06,WK-12,12#电铲,2018,125.3,545,19.0
2024-02-06,WK-15,15#电铲,2020,125.5,550,19.2
2024-02-06,WK-18,18#电铲,2022,127.1,525,18.5
2024-02-06,WK-20,20#电铲,2012,141.8,494,19.5
2024-02-06,WK-22,22#电铲,2019,123.3,610,20.9
2024-02-06,WK-25,25#电铲,2023,125.1,598,20.8
2024-02-06,WK-28,28#电铲,2016,139.8,492,19.1
2024-02-07,WK-10,10#电铲,2015,140.7,496,19.4
2024-02-07,WK-12,12#电铲,2018,125.7,543,19.0
2024-02-07,WK-15,15#电铲,2020,127.1,542,19.2
2024-02-07,WK-18,18#电铲,2022,123.2,541,18.5
2024-02-07,WK-20,20#电铲,2012,141.3,495,19.5
2024-02-07,WK-22,22#电铲,2019,124.0,606,20.9
2024-02-07,WK-25,25#电铲,2023,124.1,603,20.8
2024-02-07,WK-28,28#电铲,2016,142.3,483,19.1
2024-02-08,WK-10,10#电铲,2015,141.0,495,19.4
2024-02-08,WK-12,12#电铲,2018,125.3,545,19.0
2024-02-08,WK-15,15#电铲,2020,128.5,537,19.2
2024-02-08,WK-18,18#电铲,2022,121.2,550,18.5
2024-02-08,WK-20,20#电铲,2012,136.9,511,19.5
2024-02-08,WK-22,22#电铲,2019,126.5,595,20.9
2024-02-08,WK-25,25#电铲,2023,122.2,612,20.8
2024-02-08,WK-28,28#电铲,2016,141.4,486,19.1
2024-02-09,WK-10,10#电铲,2015,143.1,488,19.4
2024-02-09,WK-12,12#电铲,2018,213.4,70,4.2
2024-02-09,WK-15,15#电铲,2020,128.0,539,19.2
2024-02-09,WK-18,18#电铲,2022,122.0,547,18.5
2024-02-09,WK-20,20#电铲,2012,141.2,496,19.5
2024-02-09,WK-22,22#电铲,2019,126.0,597,20.9
2024-02-09,WK-25,25#电铲,2023,123.0,608,20.8
2024-02-09,WK-28,28#电铲,2016,143.5,479,19.1
2024-02-10,WK-10,10#电铲,2015,143.4,487,19.4
2024-02-10,WK-12,12#电铲,2018,128.2,533,19.0
2024-02-10,WK-15,15#电铲,2020,126.7,544,19.2
2024-02-10,WK-18,18#电铲,2022,123.6,540,18.5
2024-02-10,WK-20,20#电铲,2012,139.9,500,19.5
2024-02-10,WK-22,22#电铲,2019,128.7,584,20.9
2024-02-10,WK-25,25#电铲,2023,123.8,604,20.8
2024-02-10,WK-28,28#电铲,2016,141.7,485,19.1
2024-02-11,WK-10,10#电铲,2015,141.9,492,19.4
2024-02-11,WK-12,12#电铲,2018,127.2,537,19.0
2024-02-11,WK-15,15#电铲,2020,127.0,543,19.2
2024-02-11,WK-18,18#电铲,2022,124.1,537,18.5
2024-02-11,WK-20,20#电铲,2012,140.5,498,19.5
2024-02-11,WK-22,22#电铲,2019,125.4,600,20.9
2024-02-11,WK-25,25#电铲,2023,123.3,607,20.8
2024-02-11,WK-28,28#电铲,2016,140.2,490,19.1
2024-02-12,WK-10,10#电铲,2015,139.5,500,19.4
2024-02-12,WK-12,12#电铲,2018,128.6,531,19.0
2024-02-12,WK-15,15#电铲,2020,127.9,539,19.2
2024-02-12,WK-18,18#电铲,2022,121.9,547,18.5
2024-02-12,WK-20,20#电铲,2012,140.4,499,19.5
2024-02-12,WK-22,22#电铲,2019,126.8,593,20.9
2024-02-12,WK-25,25#电铲,2023,124.3,602,20.8
2024-02-12,WK-28,28#电铲,2016,141.5,486,19.1
2024-02-13,WK-10,10#电铲,2015,140.0,499,19.4
2024-02-13,WK-12,12#电铲,2018,129.2,528,19.0
2024-02-13,WK-15,15#电铲,2020,129.2,534,19.2
2024-02-13,WK-18,18#电铲,2022,121.4,549,18.5
2024-02-13,WK-20,20#电铲,2012,142.2,492,19.5
2024-02-13,WK-22,22#电铲,2019,127.2,591,20.9
2024-02-13,WK-25,25#电铲,2023,126.4,592,20.8
2024-02-13,WK-28,28#电铲,2016,142.2,483,19.1
2024-02-14,WK-10,10#电铲,2015,140.7,496,19.4
2024-02-14,WK-12,12#电铲,2018,127.0,537,19.0
2024-02-14,WK-15,15#电铲,2020,128.6,536,19.2
2024-02-14,WK-18,18#电铲,2022,119.6,558,18.5
2024-02-14,WK-20,20#电铲,2012,146.2,479,19.5
2024-02-14,WK-22,22#电铲,2019,126.3,595,20.9
2024-02-14,WK-25,25#电铲,2023,125.2,598,20.8
2024-02-14,WK-28,28#电铲,2016,141.6,486,19.1
2024-02-15,WK-10,10#电铲,2015,139.8,499,19.4
2024-02-15,WK-12,12#电铲,2018,127.4,536,19.0
2024-02-15,WK-15,15#电铲,2020,127.3,542,19.2
2024-02-15,WK-18,18#电铲,2022,122.5,545,18.5
2024-02-15,WK-20,20#电铲,2012,143.6,488,19.5
2024-02-15,WK-22,22#电铲,2019,125.7,598,20.9
2024-02-15,WK-25,25#电铲,2023,125.4,596,20.8
2024-02-15,WK-28,28#电铲,2016,141.8,485,19.1
2024-02-16,WK-10,10#电铲,2015,141.3,494,19.4
2024-02-16,WK-12,12#电铲,2018,126.8,539,19.0
2024-02-16,WK-15,15#电铲,2020,126.9,543,19.2
2024-02-16,WK-18,18#电铲,2022,124.7,535,18.5
2024-02-16,WK-20,20#电铲,2012,140.3,499,19.5
2024-02-16,WK-22,22#电铲,2019,126.6,594,20.9
2024-02-16,WK-25,25#电铲,2023,124.3,602,20.8
2024-02-16,WK-28,28#电铲,2016,141.1,487,19.1
2024-02-17,WK-10,10#电铲,2015,140.2,498,19.4
2024-02-17,WK-12,12#电铲,2018,125.0,546,19.0
2024-02-17,WK-15,15#电铲,2020,127.2,542,19.2
2024-02-17,WK-18,18#电铲,2022,123.4,540,18.5
2024-02-17,WK-20,20#电铲,2012,142.8,490,19.5
2024-02-17,WK-22,22#电铲,2019,123.9,607,20.9
2024-02-17,WK-25,25#电铲,2023,124.5,601,20.8
2024-02-17,WK-28,28#电铲,2016,143.6,479,19.1
2024-02-18,WK-10,10#电铲,2015,139.7,500,19.4
2024-02-18,WK-12,12#电铲,2018,126.6,539,19.0
2024-02-18,WK-15,15#电铲,2020,128.8,536,19.2
2024-02-18,WK-18,18#电铲,2022,119.7,557,18.5
2024-02-18,WK-20,20#电铲,2012,142.8,490,19.5
2024-02-18,WK-22,22#电铲,2019,124.0,606,20.9
2024-02-18,WK-25,25#电铲,2023,126.2,593,20.8
2024-02-18,WK-28,28#电铲,2016,143.2,480,19.1
2024-02-19,WK-10,10#电铲,2015,144.0,485,19.4
2024-02-19,WK-12,12#电铲,2018,125.4,544,19.0
2024-02-19,WK-15,15#电铲,2020,126.0,548,19.2
2024-02-19,WK-18,18#电铲,2022,121.1,551,18.5
2024-02-19,WK-20,20#电铲,2012,142.7,491,19.5
2024-02-19,WK-22,22#电铲,2019,126.7,593,20.9
2024-02-19,WK-25,25#电铲,2023,123.7,605,20.8
2024-02-19,WK-28,28#电铲,2016,145.2,474,19.1
2024-02-20,WK-10,10#电铲,2015,143.0,488,19.4
2024-02-20,WK-12,12#电铲,2018,126.9,538,19.0
2024-02-20,WK-15,15#电铲,2020,127.1,543,19.2
2024-02-20,WK-18,18#电铲,2022,122.6,544,18.5
2024-02-20,WK-20,20#电铲,2012,142.7,491,19.5
2024-02-20,WK-22,22#电铲,2019,127.0,592,20.9
2024-02-20,WK-25,25#电铲,2023,124.8,599,20.8
2024-02-20,WK-28,28#电铲,2016,144.3,476,19.1
2024-02-21,WK-10,10#电铲,2015,141.5,493,19.4
2024-02-21,WK-12,12#电铲,2018,127.3,536,19.0
2024-02-21,WK-15,15#电铲,2020,128.7,536,19.2
2024-02-21,WK-18,18#电铲,2022,121.8,548,18.5
2024-02-21,WK-20,20#电铲,2012,143.2,489,19.5
2024-02-21,WK-22,22#电铲,2019,123.3,610,20.9
2024-02-21,WK-25,25#电铲,2023,125.1,598,20.8
2024-02-21,WK-28,28#电铲,2016,141.0,488,19.1
2024-02-22,WK-10,10#电铲,2015,140.5,497,19.4
2024-02-22,WK-12,12#电铲,2018,128.5,531,19.0
2024-02-22,WK-15,15#电铲,2020,127.2,542,19.2
2024-02-22,WK-18,18#电铲,2022,122.1,546,18.5
2024-02-22,WK-20,20#电铲,2012,140.0,500,19.5
2024-02-22,WK-22,22#电铲,2019,126.4,595,20.9
2024-02-22,WK-25,25#电铲,2023,124.4,601,20.8
2024-02-22,WK-28,28#电铲,2016,141.9,484,19.1
2024-02-23,WK-10,10#电铲,2015,140.2,498,19.4
2024-02-23,WK-12,12#电铲,2018,130.2,525,19.0
2024-02-23,WK-15,15#电铲,2020,126.4,546,19.2
2024-02-23,WK-18,18#电铲,2022,122.6,544,18.5
2024-02-23,WK-20,20#电铲,2012,142.3,492,19.5
2024-02-23,WK-22,22#电铲,2019,127.8,589,20.9
2024-02-23,WK-25,25#电铲,2023,125.6,596,20.8
2024-02-23,WK-28,28#电铲,2016,141.0,488,19.1
2024-02-24,WK-10,10#电铲,2015,140.1,498,19.4
2024-02-24,WK-12,12#电铲,2018,127.6,535,19.0
2024-02-24,WK-15,15#电铲,2020,128.3,537,19.2
2024-02-24,WK-18,18#电铲,2022,125.7,531,18.5
2024-02-24,WK-20,20#电铲,2012,141.1,496,19.5
2024-02-24,WK-22,22#电铲,2019,129.1,583,20.9
2024-02-24,WK-25,25#电铲,2023,127.1,588,20.8
2024-02-24,WK-28,28#电铲,2016,138.7,496,19.1
2024-02-25,WK-10,10#电铲,2015,141.9,492,19.4
2024-02-25,WK-12,12#电铲,2018,126.3,541,19.0
2024-02-25,WK-15,15#电铲,2020,128.5,537,19.2
2024-02-25,WK-18,18#电铲,2022,124.2,537,18.5
2024-02-25,WK-20,20#电铲,2012,143.8,487,19.5
2024-02-25,WK-22,22#电铲,2019,127.3,591,20.9
2024-02-25,WK-25,25#电铲,2023,126.3,592,20.8
2024-02-25,WK-28,28#电铲,2016,141.6,486,19.1
2024-02-26,WK-10,10#电铲,2015,143.3,487,19.4
2024-02-26,WK-12,12#电铲,2018,127.7,535,19.0
2024-02-26,WK-15,15#电铲,2020,130.2,530,19.2
2024-02-26,WK-18,18#电铲,2022,123.1,542,18.5
2024-02-26,WK-20,20#电铲,2012,140.7,498,19.5
2024-02-26,WK-22,22#电铲,2019,126.4,595,20.9
2024-02-26,WK-25,25#电铲,2023,126.2,593,20.8
2024-02-26,WK-28,28#电铲,2016,142.6,482,19.1
2024-02-27,WK-10,10#电铲,2015,140.9,496,19.4
2024-02-27,WK-12,12#电铲,2018,127.3,536,19.0
2024-02-27,WK-15,15#电铲,2020,130.3,529,19.2
2024-02-27,WK-18,18#电铲,2022,123.8,539,18.5
2024-02-27,WK-20,20#电铲,2012,143.9,487,19.5
2024-02-27,WK-22,22#电铲,2019,127.0,592,20.9
2024-02-27,WK-25,25#电铲,2023,129.9,576,20.8
2024-02-27,WK-28,28#电铲,2016,141.7,485,19.1
2024-02-28,WK-10,10#电铲,2015,144.6,483,19.4
2024-02-28,WK-12,12#电铲,2018,126.8,538,19.0
2024-02-28,WK-15,15#电铲,2020,128.2,538,19.2
2024-02-28,WK-18,18#电铲,2022,123.9,538,18.5
2024-02-28,WK-20,20#电铲,2012,141.4,495,19.5
2024-02-28,WK-22,22#电铲,2019,126.3,595,20.9
2024-02-28,WK-25,25#电铲,2023,127.7,586,20.8
2024-02-28,WK-28,28#电铲,2016,142.1,484,19.1
2024-02-29,WK-10,10#电铲,2015,142.2,491,19.4
2024-02-29,WK-12,12#电铲,2018,126.5,540,19.0
2024-02-29,WK-15,15#电铲,2020,128.8,535,19.2
2024-02-29,WK-18,18#电铲,2022,123.9,538,18.5
2024-02-29,WK-20,20#电铲,2012,142.9,490,19.5
2024-02-29,WK-22,22#电铲,2019,125.9,597,20.9
2024-02-29,WK-25,25#电铲,2023,128.0,584,20.8
2024-02-29,WK-28,28#电铲,2016,141.2,487,19.1
2024-03-01,WK-10,10#电铲,2015,141.6,493,19.4
2024-03-01,WK-12,12#电铲,2018,126.2,541,19.0
2024-03-01,WK-15,15#电铲,2020,127.0,543,19.2
2024-03-01,WK-18,18#电铲,2022,126.1,529,18.5
2024-03-01,WK-20,20#电铲,2012,140.9,497,19.5
2024-03-01,WK-22,22#电铲,2019,123.0,611,20.9
2024-03-01,WK-25,25#电铲,2023,125.3,597,20.8
2024-03-01,WK-28,28#电铲,2016,141.8,485,19.1
2024-03-02,WK-10,10#电铲,2015,145.2,481,19.4
2024-03-02,WK-12,12#电铲,2018,127.3,536,19.0
2024-03-02,WK-15,15#电铲,2020,127.8,540,19.2
2024-03-02,WK-18,18#电铲,2022,124.1,537,18.5
2024-03-02,WK-20,20#电铲,2012,139.0,504,19.5
2024-03-02,WK-22,22#电铲,2019,126.1,596,20.9
2024-03-02,WK-25,25#电铲,2023,125.1,598,20.8
2024-03-02,WK-28,28#电铲,2016,140.9,488,19.1
2024-03-03,WK-10,10#电铲,2015,147.0,475,19.4
2024-03-03,WK-12,12#电铲,2018,127.6,535,19.0
2024-03-03,WK-15,15#电铲,2020,130.5,529,19.2
2024-03-03,WK-18,18#电铲,2022,128.3,520,18.5
2024-03-03,WK-20,20#电铲,2012,138.2,507,19.5
2024-03-03,WK-22,22#电铲,2019,130.5,576,20.9
2024-03-03,WK-25,25#电铲,2023,127.3,588,20.8
2024-03-03,WK-28,28#电铲,2016,142.1,484,19.1
2024-03-04,WK-10,10#电铲,2015,144.6,483,19.4
2024-03-04,WK-12,12#电铲,2018,127.6,535,19.0
2024-03-04,WK-15,15#电铲,2020,187.3,223,11.6
2024-03-04,WK-18,18#电铲,2022,123.6,540,18.5
2024-03-04,WK-20,20#电铲,2012,141.9,493,19.5
2024-03-04,WK-22,22#电铲,2019,130.7,575,20.9
2024-03-04,WK-25,25#电铲,2023,127.6,586,20.8
2024-03-04,WK-28,28#电铲,2016,141.4,486,19.1
2024-03-05,WK-10,10#电铲,2015,144.0,485,19.4
2024-03-05,WK-12,12#电铲,2018,126.4,540,19.0
2024-03-05,WK-15,15#电铲,2020,130.5,528,19.2
2024-03-05,WK-18,18#电铲,2022,124.6,535,18.5
2024-03-05,WK-20,20#电铲,2012,143.3,489,19.5
2024-03-05,WK-22,22#电铲,2019,130.2,578,20.9
2024-03-05,WK-25,25#电铲,2023,126.5,591,20.8
2024-03-05,WK-28,28#电铲,2016,141.5,486,19.1
2024-03-06,WK-10,10#电铲,2015,145.3,481,19.4
2024-03-06,WK-12,12#电铲,2018,126.6,539,19.0
2024-03-06,WK-15,15#电铲,2020,128.8,535,19.2
2024-03-06,WK-18,18#电铲,2022,127.5,523,18.5
2024-03-06,WK-20,20#电铲,2012,142.8,490,19.5
2024-03-06,WK-22,22#电铲,2019,130.5,576,20.9
2024-03-06,WK-25,25#电铲,2023,124.9,599,20.8
2024-03-06,WK-28,28#电铲,2016,141.6,486,19.1
2024-03-07,WK-10,10#电铲,2015,145.7,479,19.4
2024-03-07,WK-12,12#电铲,2018,128.1,533,19.0
2024-03-07,WK-15,15#电铲,2020,128.7,536,19.2
2024-03-07,WK-18,18#电铲,2022,124.8,534,18.5
2024-03-07,WK-20,20#电铲,2012,143.2,489,19.5
2024-03-07,WK-22,22#电铲,2019,129.3,582,20.9
2024-03-07,WK-25,25#电铲,2023,125.6,595,20.8
2024-03-07,WK-28,28#电铲,2016,142.7,482,19.1
2024-03-08,WK-10,10#电铲,2015,146.2,477,19.4
2024-03-08,WK-12,12#电铲,2018,128.9,530,19.0
2024-03-08,WK-15,15#电铲,2020,127.8,540,19.2
2024-03-08,WK-18,18#电铲,2022,126.3,528,18.5
2024-03-08,WK-20,20#电铲,2012,143.4,488,19.5
2024-03-08,WK-22,22#电铲,2019,127.6,589,20.9
2024-03-08,WK-25,25#电铲,2023,127.4,587,20.8
2024-03-08,WK-28,28#电铲,2016,141.8,485,19.1
2024-03-09,WK-10,10#电铲,2015,146.6,476,19.4
2024-03-09,WK-12,12#电铲,2018,127.9,534,19.0
2024-03-09,WK-15,15#电铲,2020,127.2,542,19.2
2024-03-09,WK-18,18#电铲,2022,124.3,537,18.5
2024-03-09,WK-20,20#电铲,2012,143.9,486,19.5
2024-03-09,WK-22,22#电铲,2019,125.8,598,20.9
2024-03-09,WK-25,25#电铲,2023,126.1,593,20.8
2024-03-09,WK-28,28#电铲,2016,191.8,123,6.6
2024-03-10,WK-10,10#电铲,2015,148.0,472,19.4
2024-03-10,WK-12,12#电铲,2018,125.4,545,19.0
2024-03-10,WK-15,15#电铲,2020,130.2,530,19.2
2024-03-10,WK-18,18#电铲,2022,124.6,535,18.5
2024-03-10,WK-20,20#电铲,2012,140.7,498,19.5
2024-03-10,WK-22,22#电铲,2019,126.1,597,20.9
2024-03-10,WK-25,25#电铲,2023,127.2,588,20.8
2024-03-10,WK-28,28#电铲,2016,142.3,483,19.1
2024-03-11,WK-10,10#电铲,2015,143.5,486,19.4
2024-03-11,WK-12,12#电铲,2018,125.6,544,19.0
2024-03-11,WK-15,15#电铲,2020,126.8,544,19.2
2024-03-11,WK-18,18#电铲,2022,125.6,531,18.5
2024-03-11,WK-20,20#电铲,2012,140.3,499,19.5
2024-03-11,WK-22,22#电铲,2019,125.1,601,20.9
2024-03-11,WK-25,25#电铲,2023,127.9,585,20.8
2024-03-11,WK-28,28#电铲,2016,141.1,487,19.1
2024-03-12,WK-10,10#电铲,2015,143.7,486,19.4
2024-03-12,WK-12,12#电铲,2018,128.6,531,19.0
2024-03-12,WK-15,15#电铲,2020,126.8,544,19.2
2024-03-12,WK-18,18#电铲,2022,124.8,534,18.5
2024-03-12,WK-20,20#电铲,2012,138.8,505,19.5
2024-03-12,WK-22,22#电铲,2019,125.2,601,20.9
2024-03-12,WK-25,25#电铲,2023,129.3,579,20.8
2024-03-12,WK-28,28#电铲,2016,141.6,486,19.1
2024-03-13,WK-10,10#电铲,2015,140.6,496,19.4
2024-03-13,WK-12,12#电铲,2018,129.9,526,19.0
2024-03-13,WK-15,15#电铲,2020,128.2,538,19.2
2024-03-13,WK-18,18#电铲,2022,125.1,533,18.5
2024-03-13,WK-20,20#电铲,2012,140.4,499,19.5
2024-03-13,WK-22,22#电铲,2019,126.3,595,20.9
2024-03-13,WK-25,25#电铲,2023,126.4,592,20.8
2024-03-13,WK-28,28#电铲,2016,141.5,486,19.1
2024-03-14,WK-10,10#电铲,2015,140.4,497,19.4
2024-03-14,WK-12,12#电铲,2018,129.7,527,19.0
2024-03-14,WK-15,15#电铲,2020,129.8,531,19.2
2024-03-14,WK-18,18#电铲,2022,126.7,526,18.5
2024-03-14,WK-20,20#电铲,2012,142.4,492,19.5
2024-03-14,WK-22,22#电铲,2019,130.1,578,20.9
2024-03-14,WK-25,25#电铲,2023,124.3,602,20.8
2024-03-14,WK-28,28#电铲,2016,139.8,492,19.1
2024-03-15,WK-10,10#电铲,2015,144.7,483,19.4
2024-03-15,WK-12,12#电铲,2018,129.8,526,19.0
2024-03-15,WK-15,15#电铲,2020,129.3,533,19.2
2024-03-15,WK-18,18#电铲,2022,124.3,537,18.5
2024-03-15,WK-20,20#电铲,2012,142.3,492,19.5
2024-03-15,WK-22,22#电铲,2019,127.6,589,20.9
2024-03-15,WK-25,25#电铲,2023,128.6,582,20.8
2024-03-15,WK-28,28#电铲,2016,141.5,486,19.1
2024-03-16,WK-10,10#电铲,2015,141.7,493,19.4
2024-03-16,WK-12,12#电铲,2018,124.3,549,19.0
2024-03-16,WK-15,15#电铲,2020,128.6,537,19.2
2024-03-16,WK-18,18#电铲,2022,124.2,537,18.5
2024-03-16,WK-20,20#电铲,2012,141.8,494,19.5
2024-03-16,WK-22,22#电铲,2019,123.7,608,20.9
2024-03-16,WK-25,25#电铲,2023,126.5,591,20.8
2024-03-16,WK-28,28#电铲,2016,139.6,493,19.1
2024-03-17,WK-10,10#电铲,2015,140.6,497,19.4
