date,ore_plan_t,waste_plan_t,total_plan_t,ore_actual_t,waste_actual_t,total_actual_t,completion_rate,stripping_ratio
2023-11-05,43444.8,108611.9,152056.7,44847.2,108674.6,153521.8,100.96,2.423
2023-11-06,43451.3,108628.2,152079.5,45076.5,118925.5,164001.9,107.84,2.638
2023-11-07,43457.0,108642.6,152099.6,46403.4,117372.4,163775.8,107.68,2.529
2023-11-08,43462.0,108655.0,152117.0,47100.2,115556.2,162656.4,106.93,2.453
2023-11-09,43466.3,108665.7,152132.0,42277.0,112370.8,154647.8,101.65,2.658
2023-11-10,43469.9,108674.7,152144.6,44702.5,114519.0,159221.6,104.65,2.562
2023-11-11,43472.8,108682.1,152154.9,44012.1,109127.3,153139.4,100.65,2.479
2023-11-12,43475.2,108687.9,152163.1,40535.6,101169.4,141705.0,93.13,2.496
2023-11-13,43476.9,108692.4,152169.3,40002.4,104119.9,144122.3,94.71,2.603
2023-11-14,43478.2,108695.5,152173.7,41451.8,101022.6,142474.4,93.63,2.437
2023-11-15,43479.0,108697.4,152176.3,41392.4,100863.9,142256.3,93.48,2.437
2023-11-16,43479.3,108698.2,152177.4,43099.4,103100.4,146199.9,96.07,2.392
2023-11-17,43479.2,108697.9,152177.0,41291.3,100569.5,141860.8,93.22,2.436
2023-11-18,43478.7,108696.7,152175.3,42101.9,108984.8,151086.7,99.28,2.589
2023-11-19,43477.8,108694.6,152172.5,40143.3,101464.0,141607.3,93.06,2.528
2023-11-20,43476.7,108691.8,152168.5,40113.0,108400.4,148513.3,97.6,2.702
2023-11-21,43475.3,108688.4,152163.7,42203.1,102595.3,144798.3,95.16,2.431
2023-11-22,43473.7,108684.4,152158.1,44357.8,115539.9,159897.7,105.09,2.605
2023-11-23,43472.0,108679.9,152151.9,44450.6,104055.9,148506.6,97.6,2.341
2023-11-24,43470.0,108675.1,152145.1,42971.6,110312.2,153283.8,100.75,2.567
2023-11-25,43468.0,108670.0,152138.0,46822.9,111025.5,157848.4,103.75,2.371
2023-11-26,43465.9,108664.7,152130.6,45921.6,102102.5,148024.1,97.3,2.223
2023-11-27,43463.7,108659.4,152123.1,44860.3,113080.4,157940.7,103.82,2.521
2023-11-28,43461.6,108654.0,152115.6,42388.9,108637.5,151026.4,99.28,2.563
2023-11-29,43459.5,108648.7,152108.2,42721.3,103943.9,146665.2,96.42,2.433
2023-11-30,43457.5,108643.7,152101.1,39120.2,97195.5,136315.7,89.62,2.485
2023-12-01,43455.6,108638.9,152094.4,42436.8,109128.7,151565.5,99.65,2.572
2023-12-02,43453.8,108634.4,152088.2,44236.1,112286.8,156522.8,102.92,2.538
2023-12-03,43452.2,108630.4,152082.6,42054.2,109452.9,151507.2,99.62,2.603
2023-12-04,43450.8,108627.0,152077.7,42102.7,105346.7,147449.5,96.96,2.502
2023-12-05,43449.6,108624.1,152073.7,42977.8,111672.6,154650.4,101.69,2.598
2023-12-06,43448.7,108621.9,152070.6,44319.3,109573.3,153892.6,101.2,2.472
2023-12-07,43448.2,108620.4,152068.6,40985.3,105325.9,146311.2,96.21,2.57
2023-12-08,43447.9,108619.8,152067.7,43707.5,115772.7,159480.2,104.87,2.649
2023-12-09,43448.0,108620.1,152068.1,45127.1,109054.0,154181.2,101.39,2.417
2023-12-10,43448.5,108621.3,152069.8,40449.7,102282.2,142731.9,93.86,2.529
2023-12-11,43449.4,108623.5,152073.0,41074.5,106596.6,147671.2,97.11,2.595
2023-12-12,43450.8,108626.9,152077.6,40383.3,107818.1,148201.4,97.45,2.67
2023-12-13,43452.6,108631.4,152083.9,39152.1,97988.3,137140.4,90.17,2.503
2023-12-14,43454.8,108637.1,152091.9,39870.7,103185.7,143056.5,94.06,2.588
2023-12-15,43457.6,108644.0,152101.6,42730.3,103251.8,145982.1,95.98,2.416
2023-12-16,43460.9,108652.3,152113.2,42812.3,107230.9,150043.2,98.64,2.505
2023-12-17,43464.8,108661.9,152126.6,42123.3,106334.0,148457.3,97.59,2.524
2023-12-18,43469.2,108672.9,152142.0,42000.9,106077.9,148078.8,97.33,2.526
2023-12-19,43474.1,108685.3,152159.5,42428.3,109718.6,152146.9,99.99,2.586
2023-12-20,43479.7,108699.2,152178.9,40713.4,105733.6,146447.0,96.23,2.597
2023-12-21,43485.9,108714.7,152200.5,42883.2,108554.2,151437.4,99.5,2.531
2023-12-22,43492.6,108731.6,152224.3,42555.4,105670.0,148225.4,97.37,2.483
2023-12-23,43500.1,108750.1,152250.2,42177.2,106197.4,148374.6,97.45,2.518
2023-12-24,43508.1,108770.2,152278.3,41541.5,102076.0,143617.4,94.31,2.457
2023-12-25,43516.8,108791.9,152308.7,43594.3,104969.8,148564.1,97.54,2.408
2023-12-26,43526.1,108815.2,152341.3,43487.8,113847.5,157335.4,103.28,2.618
2023-12-27,43536.1,108840.2,152376.3,44206.6,109818.8,154025.4,101.08,2.484
2023-12-28,43546.7,108866.8,152413.5,41957.8,101969.5,143927.3,94.43,2.43
2023-12-29,43558.0,108895.0,152453.0,44655.2,111955.4,156610.6,102.73,2.507
2023-12-30,43569.9,108924.8,152494.8,44409.1,112641.6,157050.8,102.99,2.536
2023-12-31,43582.5,108956.3,152538.9,41961.7,107529.8,149491.5,98.0,2.563
2024-01-01,45775.6,114438.9,160214.5,44093.6,105850.0,149943.7,93.59,2.401
2024-01-02,45790.2,114475.4,160265.6,43412.2,111449.5,154861.7,96.63,2.567
2024-01-03,45805.4,114513.6,160319.0,42444.6,110780.4,153225.0,95.58,2.61
2024-01-04,45821.3,114553.4,160374.7,43884.8,108431.9,152316.7,94.98,2.471
2024-01-05,45837.9,114594.8,160432.7,45757.4,117776.2,163533.6,101.93,2.574
2024-01-06,45855.2,114637.9,160493.0,44192.2,112164.2,156356.3,97.42,2.538
2024-01-07,45873.0,114682.5,160555.5,44046.0,109749.9,153795.9,95.79,2.492
2024-01-08,45891.5,114728.7,160620.2,47311.0,115482.1,162793.1,101.35,2.441
2024-01-09,45910.6,114776.4,160686.9,46140.1,115814.2,161954.2,100.79,2.51
2024-01-10,45930.2,114825.5,160755.7,51122.6,126063.6,177186.1,110.22,2.466
2024-01-11,45950.4,114876.1,160826.5,51792.7,123949.5,175742.2,109.27,2.393
2024-01-12,45971.2,114928.0,160899.2,49834.6,123478.5,173313.1,107.72,2.478
2024-01-13,45992.5,114981.2,160973.7,51254.5,126934.2,178188.6,110.69,2.477
2024-01-14,46014.3,115035.7,161049.9,48564.1,120474.9,169038.9,104.96,2.481
2024-01-15,46036.5,115091.3,161127.9,49210.8,123222.3,172433.1,107.02,2.504
2024-01-16,46059.2,115148.1,161207.4,48460.6,121024.5,169485.1,105.13,2.497
2024-01-17,46082.4,115205.9,161288.3,47553.7,115112.7,162666.4,100.85,2.421
2024-01-18,46105.9,115264.8,161370.7,51175.9,123691.7,174867.6,108.36,2.417
2024-01-19,46129.8,115324.5,161454.3,49990.9,120241.8,170232.7,105.44,2.405
2024-01-20,46154.0,115385.0,161539.0,48333.4,119755.0,168088.4,104.05,2.478
2024-01-21,46178.5,115446.3,161624.8,47044.3,116881.2,163925.5,101.42,2.484
2024-01-22,46203.3,115508.3,161711.6,47513.3,116777.7,164291.0,101.6,2.458
2024-01-23,46228.3,115570.8,161799.2,46695.3,119655.5,166350.9,102.81,2.562
2024-01-24,46253.5,115633.9,161887.4,49699.5,123509.7,173209.2,106.99,2.485
2024-01-25,46278.9,115697.3,161976.2,47533.3,119607.3,167140.6,103.19,2.516
2024-01-26,46304.4,115761.0,162065.4,48307.7,120622.0,168929.7,104.24,2.497
2024-01-27,46330.0,115824.9,162154.9,49364.2,119757.5,169121.7,104.3,2.426
2024-01-28,46355.6,115889.0,162244.6,47757.8,119820.9,167578.7,103.29,2.509
2024-01-29,46381.2,115953.0,162334.2,43862.2,110418.0,154280.1,95.04,2.517
2024-01-30,46406.8,116017.0,162423.8,43412.0,111069.6,154481.6,95.11,2.558
2024-01-31,46432.3,116080.7,162513.0,48102.6,116197.0,164299.6,101.1,2.416
2024-02-01,46457.7,116144.2,162601.8,47893.1,123995.3,171888.4,105.71,2.589
2024-02-02,46482.9,116207.2,162690.1,49448.9,125935.8,175384.7,107.8,2.547
2024-02-03,46507.9,116269.7,162777.5,48696.0,123719.7,172415.7,105.92,2.541
2024-02-04,46532.6,116331.5,162864.1,48663.0,124317.5,172980.5,106.21,2.555
2024-02-05,46557.1,116392.6,162949.7,52277.1,130306.8,182583.9,112.05,2.493
2024-02-06,46581.1,116452.9,163034.0,50522.5,133113.5,183636.0,112.64,2.635
2024-02-07,46604.9,116512.1,163117.0,49144.5,127186.8,176331.3,108.1,2.588
2024-02-08,46628.1,116570.3,163198.4,47163.4,117288.6,164452.1,100.77,2.487
2024-02-09,46650.9,116627.3,163278.2,47344.2,118491.2,165835.3,101.57,2.503
2024-02-10,46673.2,116682.9,163356.1,44407.5,115837.4,160244.9,98.1,2.609
2024-02-11,46694.8,116737.1,163431.9,46989.7,114289.6,161279.3,98.68,2.432
2024-02-12,46715.9,116789.7,163505.6,45821.7,112639.6,158461.4,96.91,2.458
2024-02-13,46736.3,116840.7,163577.0,47881.3,113894.8,161776.1,98.9,2.379
2024-02-14,46756.0,116889.9,163645.8,50521.0,122982.6,173503.6,106.02,2.434
2024-02-15,46774.9,116937.2,163712.0,47207.1,124738.9,171946.0,105.03,2.642
2024-02-16,46793.0,116982.4,163775.4,48690.6,124405.8,173096.4,105.69,2.555
2024-02-17,46810.2,117025.5,163835.8,46161.9,109538.3,155700.2,95.03,2.373
2024-02-18,46826.6,117066.4,163893.0,42094.7,104942.9,147037.5,89.72,2.493
2024-02-19,46842.0,117104.9,163946.9,45638.9,109217.0,154855.8,94.45,2.393
2024-02-20,46856.4,117141.0,163997.4,43281.6,108087.1,151368.6,92.3,2.497
2024-02-21,46869.8,117174.4,164044.2,45490.0,113237.2,158727.2,96.76,2.489
2024-02-22,46882.1,117205.2,164087.3,43709.6,102716.6,146426.1,89.24,2.35
2024-02-23,46893.3,117233.2,164126.4,46773.0,110221.8,156994.8,95.65,2.357
2024-02-24,46903.3,117258.2,164161.5,46597.1,112519.5,159116.6,96.93,2.415
2024-02-25,46912.1,117280.3,164192.4,47676.4,121699.1,169375.5,103.16,2.553
2024-02-26,46919.7,117299.2,164218.9,42484.5,113194.8,155679.3,94.8,2.664
2024-02-27,46926.0,117315.0,164240.9,47555.5,111311.4,158866.8,96.73,2.341
2024-02-28,46930.9,117327.4,164258.3,46985.3,114294.1,161279.4,98.19,2.433
2024-02-29,46934.6,117336.4,164270.9,44022.1,105102.6,149124.8,90.78,2.387
2024-03-01,46936.8,117341.9,164278.7,45391.3,114420.8,159812.1,97.28,2.521
2024-03-02,46937.5,117343.9,164281.4,46113.3,118164.9,164278.2,100.0,2.562
2024-03-03,46936.8,117342.1,164279.0,48189.5,119532.8,167722.4,102.1,2.48
2024-03-04,46934.6,117336.6,164271.3,46315.5,113356.8,159672.3,97.2,2.447
2024-03-05,46930.9,117327.3,164258.2,45076.9,114925.1,160002.0,97.41,2.55
2024-03-06,46925.6,117314.0,164239.7,21680.6,66411.5,88092.1,53.64,3.063
2024-03-07,46918.7,117296.8,164215.5,49292.9,119110.6,168403.4,102.55,2.416
2024-03-08,46910.2,117275.5,164185.7,48085.3,121251.3,169336.6,103.14,2.522
2024-03-09,46900.0,117250.1,164150.1,48682.6,118269.5,166952.1,101.71,2.429
2024-03-10,46888.2,117220.4,164108.6,44169.5,108382.6,152552.0,92.96,2.454
2024-03-11,46874.6,117186.6,164061.2,47289.5,116882.8,164172.4,100.07,2.472
2024-03-12,46859.4,117148.4,164007.7,48835.6,124662.6,173498.1,105.79,2.553
2024-03-13,46842.3,117105.8,163948.2,49519.4,130137.8,179657.2,109.58,2.628
2024-03-14,46823.6,117058.9,163882.4,48673.2,126115.5,174788.7,106.65,2.591
2024-03-15,46803.0,117007.5,163810.5,52452.7,128290.6,180743.4,110.34,2.446
2024-03-16,46780.6,116951.6,163732.2,50941.0,129874.7,180815.7,110.43,2.55
2024-03-17,46756.5,116891.1,163647.6,48803.9,125097.4,173901.3,106.27,2.563
2024-03-18,46730.5,116826.1,163556.6,46746.8,113951.8,160698.7,98.25,2.438
2024-03-19,46702.6,116756.5,163459.2,45541.8,121428.2,166970.0,102.15,2.666
2024-03-20,46672.9,116682.4,163355.3,44879.8,116738.6,161618.4,98.94,2.601
2024-03-21,46641.4,116603.5,163244.9,49184.7,121210.5,170395.2,104.38,2.464
2024-03-22,46608.0,116520.1,163128.1,49074.1,118837.5,167911.6,102.93,2.422
2024-03-23,46572.8,116432.0,163004.7,48145.2,117157.6,165302.8,101.41,2.433
2024-03-24,46535.7,116339.2,162874.9,48982.4,122277.6,171260.0,105.15,2.496
2024-03-25,46496.7,116241.8,162738.5,45440.5,118904.1,164344.5,100.99,2.617
2024-03-26,46455.9,116139.7,162595.6,47558.4,122406.6,169965.0,104.53,2.574
2024-03-27,46413.2,116033.0,162446.2,47762.7,112712.9,160475.6,98.79,2.36
2024-03-28,46368.7,115921.7,162290.3,46832.3,116178.8,163011.1,100.44,2.481
2024-03-29,46322.3,115805.7,162128.0,44433.7,117000.7,161434.4,99.57,2.633
2024-03-30,46274.1,115685.2,161959.3,46693.8,114314.8,161008.6,99.41,2.448
2024-03-31,46224.1,115560.2,161784.2,46100.4,123463.6,169564.0,104.81,2.678
2024-04-01,46172.2,115430.6,161602.8,48793.0,120698.6,169491.6,104.88,2.474
2024-04-02,46118.6,115296.5,161415.2,48209.7,118810.0,167019.7,103.47,2.464
2024-04-03,46063.2,115158.1,161221.3,49549.6,121153.8,170703.5,105.88,2.445
2024-04-04,46006.1,115015.2,161021.3,48099.8,119342.8,167442.7,103.99,2.481
2024-04-05,45947.2,114868.0,160815.2,46646.2,121684.3,168330.6,104.67,2.609
2024-04-06,45886.6,114716.6,160603.2,46960.4,120766.2,167726.6,104.44,2.572
2024-04-07,45824.4,114560.9,160385.3,45282.7,110425.6,155708.3,97.08,2.439
2024-04-08,45760.5,114401.1,160161.6,47268.3,114872.5,162140.8,101.24,2.43
2024-04-09,45694.9,114237.3,159932.2,46763.2,113427.0,160190.3,100.16,2.426
2024-04-10,45627.8,114069.4,159697.2,41656.5,110918.1,152574.6,95.54,2.663
2024-04-11,45559.1,113897.7,159456.7,40777.3,101833.2,142610.6,89.44,2.497
2024-04-12,45488.8,113722.1,159210.9,40049.5,104877.6,144927.2,91.03,2.619
2024-04-13,45417.1,113542.8,158959.9,42411.2,103494.7,145905.9,91.79,2.44
2024-04-14,45343.9,113359.8,158703.7,46365.7,115655.6,162021.3,102.09,2.494
2024-04-15,45269.3,113173.3,158442.7,43126.4,112415.0,155541.4,98.17,2.607
2024-04-16,45193.4,112983.4,158176.8,47715.0,121453.5,169168.5,106.95,2.545
2024-04-17,45116.1,112790.2,157906.2,43518.1,112434.0,155952.1,98.76,2.584
2024-04-18,45037.5,112593.7,157631.2,44581.2,105984.6,150565.9,95.52,2.377
2024-04-19,44957.6,112394.1,157351.8,43562.4,107530.1,151092.5,96.02,2.468
2024-04-20,44876.6,112191.6,157068.2,46099.4,115511.0,161610.3,102.89,2.506
2024-04-21,44794.5,111986.1,156780.6,46028.4,117848.4,163876.8,104.53,2.56
2024-04-22,44711.2,111778.0,156489.2,44847.1,112393.6,157240.7,100.48,2.506
2024-04-23,44626.9,111567.2,156194.1,45706.3,119954.0,165660.4,106.06,2.624
2024-04-24,44541.6,111354.0,155895.6,44047.9,112104.6,156152.5,100.16,2.545
2024-04-25,44455.4,111138.4,155593.8,42906.3,108661.3,151567.5,97.41,2.533
2024-04-26,44368.3,110920.7,155288.9,41457.0,99187.6,140644.6,90.57,2.393
2024-04-27,44280.3,110700.9,154981.2,40744.2,98798.3,139542.5,90.04,2.425
2024-04-28,44191.6,110479.1,154670.8,38888.5,100781.6,139670.0,90.3,2.592
2024-04-29,44102.2,110255.6,154357.9,39981.5,105286.9,145268.4,94.11,2.633
2024-04-30,44012.2,110030.5,154042.7,43130.1,108317.1,151447.2,98.32,2.511
2024-05-01,43921.6,109803.9,153725.5,40157.1,106209.2,146366.4,95.21,2.645
2024-05-02,43830.4,109576.0,153406.4,41848.5,105321.8,147170.2,95.93,2.517
2024-05-03,43738.8,109347.0,153085.8,40403.2,97012.0,137415.3,89.76,2.401
2024-05-04,43646.8,109116.9,152763.7,40047.1,107961.9,148009.0,96.89,2.696
2024-05-05,43554.4,108886.1,152440.5,43064.8,110433.9,153498.8,100.69,2.564
2024-05-06,43461.8,108654.5,152116.4,41730.3,107759.8,149490.0,98.27,2.582
2024-05-07,43369.0,108422.5,151791.5,42876.1,107232.5,150108.6,98.89,2.501
2024-05-08,43276.0,108190.1,151466.2,42563.7,98656.5,141220.2,93.24,2.318
2024-05-09,43183.0,107957.5,151140.6,42892.3,102269.9,145162.2,96.04,2.384
2024-05-10,43090.0,107725.0,150815.0,41724.2,102248.2,143972.3,95.46,2.451
2024-05-11,42997.0,107492.5,150489.6,44390.8,106414.9,150805.7,100.21,2.397
2024-05-12,42904.2,107260.5,150164.6,44650.7,110735.7,155386.3,103.48,2.48
2024-05-13,42811.5,107028.9,149840.4,44802.6,111181.9,155984.5,104.1,2.482
2024-05-14,42719.2,106797.9,149517.1,43723.5,108880.3,152603.9,102.06,2.49
2024-05-15,42627.1,106567.8,149195.0,44269.3,108945.5,153214.9,102.69,2.461
2024-05-16,42535.5,106338.7,148874.2,43247.7,108039.4,151287.1,101.62,2.498
2024-05-17,42444.3,106110.8,148555.1,41469.7,105456.5,146926.3,98.9,2.543
2024-05-18,42353.7,105884.2,148237.9,38987.7,98416.8,137404.6,92.69,2.524
2024-05-19,42263.7,105659.1,147922.8,39772.5,104462.5,144235.1,97.51,2.626
2024-05-20,42174.3,105435.7,147610.0,42610.6,109417.6,152028.2,102.99,2.568
2024-05-21,42085.7,105214.2,147299.9,41615.8,104109.3,145725.1,98.93,2.502
2024-05-22,41997.9,104994.6,146992.5,43288.5,105953.9,149242.3,101.53,2.448
2024-05-23,41910.9,104777.3,146688.2,44661.4,113738.8,158400.2,107.98,2.547
2024-05-24,41824.9,104562.2,146387.1,44408.9,107493.4,151902.3,103.77,2.421
2024-05-25,41739.9,104349.7,146089.5,44842.7,111539.6,156382.3,107.05,2.487
2024-05-26,41655.9,104139.8,145795.7,41623.7,107774.0,149397.8,102.47,2.589
2024-05-27,41573.1,103932.7,145505.8,44797.3,113877.6,158675.0,109.05,2.542
2024-05-28,41491.4,103728.6,145220.0,41360.1,99978.9,141339.0,97.33,2.417
2024-05-29,41411.1,103527.6,144938.7,41019.3,103098.9,144118.2,99.43,2.513
2024-05-30,41332.0,103329.9,144661.9,41679.1,105765.0,147444.1,101.92,2.538
2024-05-31,41254.3,103135.6,144389.9,41673.6,96568.6,138242.2,95.74,2.317
2024-06-01,41178.0,102944.9,144122.9,41445.3,96540.8,137986.1,95.74,2.329
2024-06-02,41103.2,102757.9,143861.1,38807.3,98154.1,136961.4,95.2,2.529
2024-06-03,41029.9,102574.8,143604.7,38623.8,104477.3,143101.2,99.65,2.705
2024-06-04,40958.3,102395.7,143353.9,39417.2,96128.9,135546.2,94.55,2.439
2024-06-05,40888.3,102220.6,143108.9,39109.4,93607.1,132716.4,92.74,2.393
2024-06-06,40820.0,102049.9,142869.8,38672.8,99797.7,138470.5,96.92,2.581
2024-06-07,40753.4,101883.5,142636.9,41828.2,110514.6,152342.8,106.8,2.642
2024-06-08,40688.7,101721.6,142410.3,40763.7,106227.2,146990.9,103.22,2.606
2024-06-09,40625.8,101564.4,142190.2,41298.4,102989.8,144288.2,101.48,2.494
2024-06-10,40564.8,101411.9,141976.7,40658.3,101242.4,141900.8,99.95,2.49
2024-06-11,40505.7,101264.3,141770.0,38798.1,94302.8,133100.9,93.89,2.431
2024-06-12,40448.6,101121.6,141570.2,36898.5,93580.9,130479.4,92.17,2.536
2024-06-13,40393.6,100984.0,141377.6,40254.7,97747.7,138002.4,97.61,2.428
2024-06-14,40340.6,100851.5,141192.2,42018.1,104433.8,146452.0,103.73,2.485
2024-06-15,40289.7,100724.4,141014.1,40339.1,97590.6,137929.6,97.81,2.419
2024-06-16,40241.0,100602.5,140843.6,41913.5,105730.8,147644.4,104.83,2.523
2024-06-17,40194.5,100486.2,140680.6,39367.5,97300.6,136668.2,97.15,2.472
2024-06-18,40150.1,100375.3,140525.4,37324.7,93659.8,130984.5,93.21,2.509
2024-06-19,40108.0,100270.0,140378.0,37114.8,95346.2,132461.1,94.36,2.569
2024-06-20,40068.2,100170.4,140238.6,39018.3,98441.2,137459.5,98.02,2.523
2024-06-21,40030.6,100076.6,140107.2,41282.2,98735.2,140017.4,99.94,2.392
2024-06-22,39995.4,99988.5,139983.9,42984.6,104748.7,147733.3,105.54,2.437
2024-06-23,39962.5,99906.3,139868.9,41745.9,110471.6,152217.5,108.83,2.646
2024-06-24,39932.0,99830.0,139762.0,38930.9,96702.0,135632.9,97.05,2.484
2024-06-25,39903.9,99759.7,139663.6,40325.6,104931.9,145257.5,104.01,2.602
2024-06-26,39878.1,99695.3,139573.5,42771.1,111594.0,154365.2,110.6,2.609
2024-06-27,39854.8,99637.0,139491.9,39895.8,100799.9,140695.6,100.86,2.527
2024-06-28,39833.9,99584.8,139418.7,37919.1,91701.1,129620.2,92.97,2.418
2024-06-29,39815.5,99538.6,139354.1,40317.5,97263.3,137580.8,98.73,2.412
2024-06-30,39799.4,99498.6,139298.0,41475.3,103353.3,144828.6,103.97,2.492
2024-07-01,39785.9,99464.7,139250.5,42457.4,98781.0,141238.3,101.43,2.327
2024-07-02,39774.7,99436.9,139211.6,43648.8,111947.1,155595.9,111.77,2.565
2024-07-03,39766.1,99415.2,139181.3,39997.8,99098.1,139095.9,99.94,2.478
2024-07-04,39759.9,99399.7,139159.6,42606.3,111571.5,154177.8,110.79,2.619
2024-07-05,39756.1,99390.3,139146.5,39720.5,96251.7,135972.1,97.72,2.423
2024-07-06,39754.8,99387.1,139141.9,41337.9,107917.0,149254.8,107.27,2.611
2024-07-07,39756.0,99389.9,139145.9,42285.1,104935.4,147220.6,105.8,2.482
2024-07-08,39759.6,99398.9,139158.4,41954.1,101884.2,143838.4,103.36,2.428
2024-07-09,39765.6,99413.9,139179.4,41020.4,103597.6,144618.0,103.91,2.526
2024-07-10,39774.0,99434.9,139208.9,41456.5,105161.8,146618.3,105.32,2.537
2024-07-11,39784.8,99461.9,139246.7,41929.0,108104.9,150033.9,107.75,2.578
2024-07-12,39797.9,99494.9,139292.8,39488.1,96773.2,136261.3,97.82,2.451
2024-07-13,39813.5,99533.7,139347.2,42108.2,104124.1,146232.3,104.94,2.473
2024-07-14,39831.4,99578.4,139409.8,40856.5,105482.1,146338.6,104.97,2.582
2024-07-15,39851.6,99628.9,139480.5,43351.2,113306.5,156657.6,112.32,2.614
2024-07-16,39874.1,99685.2,139559.2,43121.6,106950.6,150072.2,107.53,2.48
2024-07-17,39898.8,99747.0,139645.9,43683.3,110471.2,154154.5,110.39,2.529
2024-07-18,39925.8,99814.5,139740.3,44029.0,112203.7,156232.7,111.8,2.548
2024-07-19,39955.0,99887.5,139842.5,40885.8,104232.5,145118.3,103.77,2.549
2024-07-20,39986.4,99965.9,139952.3,41449.5,103930.6,145380.1,103.88,2.507
2024-07-21,40019.9,100049.7,140069.6,39403.1,99550.1,138953.2,99.2,2.526
2024-07-22,40055.5,100138.7,140194.2,38562.5,102199.0,140761.5,100.4,2.65
2024-07-23,40093.2,100232.9,140326.1,41304.5,97981.7,139286.2,99.26,2.372
2024-07-24,40132.9,100332.2,140465.1,39691.3,101042.1,140733.4,100.19,2.546
2024-07-25,40174.6,100436.5,140611.0,42029.8,103087.7,145117.5,103.2,2.453
2024-07-26,40218.2,100545.6,140763.8,38187.2,103808.4,141995.6,100.88,2.718
2024-07-27,40263.8,100659.4,140923.2,39276.9,96083.7,135360.6,96.05,2.446
2024-07-28,40311.2,100777.9,141089.1,41068.3,99394.4,140462.7,99.56,2.42
2024-07-29,40360.4,100900.9,141261.3,42514.8,112138.4,154653.2,109.48,2.638
2024-07-30,40411.3,101028.4,141439.7,43026.9,108413.3,151440.2,107.07,2.52
2024-07-31,40464.0,101160.1,141624.1,43065.7,106235.6,149301.3,105.42,2.467
2024-08-01,40518.4,101295.9,141814.3,45337.7,107173.6,152511.3,107.54,2.364
2024-08-02,40574.3,101435.8,142010.1,42865.1,109238.6,152103.8,107.11,2.548
2024-08-03,40631.8,101579.6,142211.4,43133.8,110227.2,153361.1,107.84,2.555
2024-08-04,40690.9,101727.2,142418.0,45596.1,112530.5,158126.5,111.03,2.468
2024-08-05,40751.3,101878.3,142629.7,45182.5,119572.0,164754.5,115.51,2.646
2024-08-06,40813.2,102033.0,142846.2,44690.0,112827.6,157517.6,110.27,2.525
2024-08-07,40876.4,102191.0,143067.4,41447.0,107635.2,149082.2,104.2,2.597
2024-08-08,40940.9,102352.2,143293.1,42894.5,107884.2,150778.7,105.22,2.515
2024-08-09,41006.6,102516.4,143523.0,41853.5,102078.8,143932.2,100.29,2.439
2024-08-10,41073.4,102683.6,143757.0,41556.4,103660.2,145216.6,101.02,2.494
2024-08-11,41141.4,102853.5,143994.9,40999.3,107720.9,148720.2,103.28,2.627
2024-08-12,41210.4,103026.0,144236.5,41637.7,107992.2,149629.9,103.74,2.594
2024-08-13,41280.4,103201.0,144481.4,40784.8,100818.6,141603.4,98.01,2.472
2024-08-14,41351.3,103378.3,144729.6,38919.5,96711.7,135631.2,93.71,2.485
2024-08-15,41423.1,103557.8,144980.9,38320.6,95838.8,134159.4,92.54,2.501
2024-08-16,41495.7,103739.2,145234.9,37455.7,96047.5,133503.2,91.92,2.564
2024-08-17,41569.0,103922.5,145491.5,38983.7,99530.3,138514.0,95.2,2.553
2024-08-18,41643.0,104107.4,145750.4,42461.2,110857.2,153318.4,105.19,2.611
2024-08-19,41717.6,104293.9,146011.5,43244.8,111958.5,155203.3,106.3,2.589
2024-08-20,41792.7,104481.8,146274.5,42790.2,107038.9,149829.0,102.43,2.501
2024-08-21,41868.3,104670.9,146539.2,41025.0,104048.0,145073.0,99.0,2.536
2024-08-22,41944.4,104861.0,146805.4,39190.5,102661.7,141852.2,96.63,2.62
2024-08-23,42020.8,105052.1,147072.9,44520.1,106922.9,151443.0,102.97,2.402
2024-08-24,42097.5,105243.9,147341.4,43532.3,112836.2,156368.5,106.13,2.592
2024-08-25,42174.5,105436.3,147610.8,40492.3,101020.1,141512.4,95.87,2.495
2024-08-26,42251.6,105629.1,147880.8,40799.6,103012.5,143812.1,97.25,2.525
2024-08-27,42328.9,105822.3,148151.2,41089.7,105321.9,146411.6,98.83,2.563
2024-08-28,42406.2,106015.5,148421.8,39742.9,105571.7,145314.6,97.91,2.656
2024-08-29,42483.5,106208.8,148692.3,37367.2,92859.0,130226.3,87.58,2.485
2024-08-30,42560.8,106401.9,148962.7,42194.6,106090.5,148285.0,99.55,2.514
2024-08-31,42637.9,106594.8,149232.7,44544.4,109056.7,153601.1,102.93,2.448
2024-09-01,42714.9,106787.1,149502.0,43044.6,113365.4,156410.1,104.62,2.634
2024-09-02,42791.6,106978.9,149770.5,44508.0,110299.2,154807.3,103.36,2.478
2024-09-03,42868.0,107170.0,150038.0,42440.2,105605.9,148046.1,98.67,2.488
2024-09-04,42944.1,107360.2,150304.3,44199.7,111065.0,155264.7,103.3,2.513
2024-09-05,43019.8,107549.4,150569.2,43089.2,103677.1,146766.3,97.47,2.406
2024-09-06,43095.0,107737.5,150832.5,42495.3,105847.2,148342.6,98.35,2.491
2024-09-07,43169.7,107924.3,151094.0,43134.0,104769.8,147903.8,97.89,2.429
2024-09-08,43243.9,108109.7,151353.5,45549.6,108495.1,154044.7,101.78,2.382
