date,equipment_id,equipment_name,build_year,trips_per_shift,shifts_worked,payload_t,daily_haulage_t
2023-04-26,TR-12,12#矿车,2013,6.03,3,227.1,4110.8
2023-04-27,TR-01,01#矿车,2017,7.69,3,219.5,5065.5
2023-04-27,TR-02,02#矿车,2021,7.86,3,217.3,5126.1
2023-04-27,TR-03,03#矿车,2019,7.73,3,219.3,5083.1
2023-04-27,TR-04,04#矿车,2014,6.22,2,217.8,2706.9
2023-04-27,TR-05,05#矿车,2022,8.26,3,231.5,5737.0
2023-04-27,TR-06,06#矿车,2018,7.3,2,229.1,3344.0
2023-04-27,TR-07,07#矿车,2020,8.53,3,217.4,5560.4
2023-04-27,TR-08,08#矿车,2015,8.19,3,222.5,5469.5
2023-04-27,TR-09,09#矿车,2023,7.98,3,220.5,5280.6
2023-04-27,TR-10,10#矿车,2016,8.23,3,229.2,5657.9
2023-04-27,TR-11,11#矿车,2021,8.39,2,227.1,3811.1
2023-04-27,TR-12,12#矿车,2013,6.33,3,227.1,4313.9
2023-04-28,TR-01,01#矿车,2017,7.7,3,219.5,5069.1
2023-04-28,TR-02,02#矿车,2021,7.99,2,217.3,3474.4
2023-04-28,TR-03,03#矿车,2019,7.69,2,219.3,3372.4
2023-04-28,TR-04,04#矿车,2014,6.59,3,217.8,4304.5
2023-04-28,TR-05,05#矿车,2022,7.95,2,231.5,3681.9
2023-04-28,TR-06,06#矿车,2018,6.98,2,229.1,3197.4
2023-04-28,TR-07,07#矿车,2020,8.77,3,217.4,5720.9
2023-04-28,TR-08,08#矿车,2015,8.35,3,222.5,5570.3
2023-04-28,TR-09,09#矿车,2023,7.49,3,220.5,4952.7
2023-04-28,TR-10,10#矿车,2016,8.33,3,229.2,5726.6
2023-04-28,TR-11,11#矿车,2021,8.25,3,227.1,5618.8
2023-04-28,TR-12,12#矿车,2013,6.73,2,227.1,3055.0
2023-04-29,TR-01,01#矿车,2017,7.6,3,219.5,5004.6
2023-04-29,TR-02,02#矿车,2021,7.82,3,217.3,5095.7
2023-04-29,TR-03,03#矿车,2019,7.64,3,219.3,5027.8
2023-04-29,TR-04,04#矿车,2014,6.62,3,217.8,4325.9
2023-04-29,TR-05,05#矿车,2022,8.06,2,231.5,3732.7
2023-04-29,TR-06,06#矿车,2018,7.47,3,229.1,5135.1
2023-04-29,TR-07,07#矿车,2020,8.38,2,217.4,3644.4
2023-04-29,TR-08,08#矿车,2015,8.47,3,222.5,5650.7
2023-04-29,TR-09,09#矿车,2023,7.71,3,220.5,5100.9
2023-04-29,TR-10,10#矿车,2016,7.81,3,229.2,5370.2
2023-04-29,TR-11,11#矿车,2021,8.21,3,227.1,5594.6
2023-04-29,TR-12,12#矿车,2013,6.53,2,227.1,2967.2
2023-04-30,TR-01,01#矿车,2017,7.61,3,219.5,5011.3
2023-04-30,TR-02,02#矿车,2021,8.09,3,217.3,5275.1
2023-04-30,TR-03,03#矿车,2019,4.52,1,219.3,990.2
2023-04-30,TR-04,04#矿车,2014,6.77,3,217.8,4421.8
2023-04-30,TR-05,05#矿车,2022,8.19,2,231.5,3790.8
2023-04-30,TR-06,06#矿车,2018,7.37,3,229.1,5063.8
2023-04-30,TR-07,07#矿车,2020,8.07,3,217.4,5263.9
2023-04-30,TR-08,08#矿车,2015,8.25,2,222.5,3673.4
2023-04-30,TR-09,09#矿车,2023,7.89,3,220.5,5219.5
2023-04-30,TR-10,10#矿车,2016,8.53,3,229.2,5866.6
2023-04-30,TR-11,11#矿车,2021,7.99,3,227.1,5444.1
2023-04-30,TR-12,12#矿车,2013,6.42,2,227.1,2916.9
2023-05-01,TR-01,01#矿车,2017,7.72,3,219.5,5086.3
2023-05-01,TR-02,02#矿车,2021,8.02,3,217.3,5225.8
2023-05-01,TR-03,03#矿车,2019,8.41,2,219.3,3688.0
2023-05-01,TR-04,04#矿车,2014,6.25,3,217.8,4085.9
2023-05-01,TR-05,05#矿车,2022,8.28,2,231.5,3836.0
2023-05-01,TR-06,06#矿车,2018,7.65,2,229.1,3504.8
2023-05-01,TR-07,07#矿车,2020,8.62,2,217.4,3745.2
2023-05-01,TR-08,08#矿车,2015,8.21,2,222.5,3654.0
2023-05-01,TR-09,09#矿车,2023,7.77,3,220.5,5137.9
2023-05-01,TR-10,10#矿车,2016,8.38,3,229.2,5766.2
2023-05-01,TR-11,11#矿车,2021,7.7,3,227.1,5246.0
2023-05-01,TR-12,12#矿车,2013,6.39,2,227.1,2901.1
2023-05-02,TR-01,01#矿车,2017,7.85,2,219.5,3447.6
2023-05-02,TR-02,02#矿车,2021,7.78,3,217.3,5073.0
2023-05-02,TR-03,03#矿车,2019,8.37,3,219.3,5510.0
2023-05-02,TR-04,04#矿车,2014,6.66,3,217.8,4352.7
2023-05-02,TR-05,05#矿车,2022,8.25,2,231.5,3821.7
2023-05-02,TR-06,06#矿车,2018,7.63,3,229.1,5243.7
2023-05-02,TR-07,07#矿车,2020,8.71,2,217.4,3788.0
2023-05-02,TR-08,08#矿车,2015,8.11,2,222.5,3609.7
2023-05-02,TR-09,09#矿车,2023,8.0,3,220.5,5289.8
2023-05-02,TR-10,10#矿车,2016,8.23,2,229.2,3773.6
2023-05-02,TR-11,11#矿车,2021,7.9,2,227.1,3588.7
2023-05-02,TR-12,12#矿车,2013,6.57,2,227.1,2985.8
2023-05-03,TR-01,01#矿车,2017,7.76,2,219.5,3407.8
2023-05-03,TR-02,02#矿车,2021,8.2,3,217.3,5343.5
2023-05-03,TR-03,03#矿车,2019,7.99,3,219.3,5259.0
2023-05-03,TR-04,04#矿车,2014,6.34,3,217.8,4144.7
2023-05-03,TR-05,05#矿车,2022,8.47,3,231.5,5879.7
2023-05-03,TR-06,06#矿车,2018,7.75,3,229.1,5329.4
2023-05-03,TR-07,07#矿车,2020,8.21,2,217.4,3569.2
2023-05-03,TR-08,08#矿车,2015,8.43,3,222.5,5629.2
2023-05-03,TR-09,09#矿车,2023,8.0,3,220.5,5293.4
2023-05-03,TR-10,10#矿车,2016,8.34,2,229.2,3825.4
2023-05-03,TR-11,11#矿车,2021,8.08,2,227.1,3668.6
2023-05-03,TR-12,12#矿车,2013,6.27,3,227.1,4272.7
2023-05-04,TR-01,01#矿车,2017,7.86,2,219.5,3450.8
2023-05-04,TR-02,02#矿车,2021,8.17,2,217.3,3549.8
2023-05-04,TR-03,03#矿车,2019,7.98,2,219.3,3501.7
2023-05-04,TR-04,04#矿车,2014,6.91,2,217.8,3011.2
2023-05-04,TR-05,05#矿车,2022,8.26,3,231.5,5738.5
2023-05-04,TR-06,06#矿车,2018,7.97,3,229.1,5475.8
2023-05-04,TR-07,07#矿车,2020,8.41,2,217.4,3655.3
2023-05-04,TR-08,08#矿车,2015,8.65,2,222.5,3850.9
2023-05-04,TR-09,09#矿车,2023,7.87,3,220.5,5208.0
2023-05-04,TR-10,10#矿车,2016,8.11,2,229.2,3719.3
2023-05-04,TR-11,11#矿车,2021,8.05,3,227.1,5481.4
2023-05-04,TR-12,12#矿车,2013,6.33,2,227.1,2873.3
2023-05-05,TR-01,01#矿车,2017,8.02,2,219.5,3520.4
2023-05-05,TR-02,02#矿车,2021,7.87,2,217.3,3419.9
2023-05-05,TR-03,03#矿车,2019,7.96,3,219.3,5235.5
2023-05-05,TR-04,04#矿车,2014,6.87,2,217.8,2991.2
2023-05-05,TR-05,05#矿车,2022,8.32,3,231.5,5779.4
2023-05-05,TR-06,06#矿车,2018,7.51,3,229.1,5162.6
2023-05-05,TR-07,07#矿车,2020,8.55,2,217.4,3716.3
2023-05-05,TR-08,08#矿车,2015,8.53,2,222.5,3794.3
2023-05-05,TR-09,09#矿车,2023,7.45,3,220.5,4928.8
2023-05-05,TR-10,10#矿车,2016,8.1,3,229.2,5568.5
2023-05-05,TR-11,11#矿车,2021,8.02,3,227.1,5460.6
2023-05-05,TR-12,12#矿车,2013,6.41,2,227.1,2912.6
2023-05-06,TR-01,01#矿车,2017,8.22,3,219.5,5416.2
2023-05-06,TR-02,02#矿车,2021,7.63,2,217.3,3314.7
2023-05-06,TR-03,03#矿车,2019,7.92,3,219.3,5212.5
2023-05-06,TR-04,04#矿车,2014,6.36,2,217.8,2769.6
2023-05-06,TR-05,05#矿车,2022,8.05,3,231.5,5592.3
2023-05-06,TR-06,06#矿车,2018,7.32,2,229.1,3355.5
2023-05-06,TR-07,07#矿车,2020,8.41,3,217.4,5482.0
2023-05-06,TR-08,08#矿车,2015,8.07,2,222.5,3589.5
2023-05-06,TR-09,09#矿车,2023,7.16,3,220.5,4733.6
2023-05-06,TR-10,10#矿车,2016,7.86,3,229.2,5404.2
2023-05-06,TR-11,11#矿车,2021,8.08,2,227.1,3668.7
2023-05-06,TR-12,12#矿车,2013,6.35,2,227.1,2885.0
2023-05-07,TR-01,01#矿车,2017,7.89,2,219.5,3463.9
2023-05-07,TR-02,02#矿车,2021,7.82,3,217.3,5096.1
2023-05-07,TR-03,03#矿车,2019,7.67,2,219.3,3362.7
2023-05-07,TR-04,04#矿车,2014,6.68,2,217.8,2908.0
2023-05-07,TR-05,05#矿车,2022,7.49,3,231.5,5203.4
2023-05-07,TR-06,06#矿车,2018,7.87,3,229.1,5407.7
2023-05-07,TR-07,07#矿车,2020,8.32,3,217.4,5424.4
2023-05-07,TR-08,08#矿车,2015,8.27,3,222.5,5517.4
2023-05-07,TR-09,09#矿车,2023,7.51,3,220.5,4967.2
2023-05-07,TR-10,10#矿车,2016,7.45,2,229.2,3416.3
2023-05-07,TR-11,11#矿车,2021,8.02,3,227.1,5463.6
2023-05-07,TR-12,12#矿车,2013,5.87,3,227.1,3997.0
2023-05-08,TR-01,01#矿车,2017,7.91,3,219.5,5212.3
2023-05-08,TR-02,02#矿车,2021,7.47,2,217.3,3248.0
2023-05-08,TR-03,03#矿车,2019,7.69,3,219.3,5058.4
2023-05-08,TR-04,04#矿车,2014,6.97,3,217.8,4555.4
2023-05-08,TR-05,05#矿车,2022,8.34,2,231.5,3860.0
2023-05-08,TR-06,06#矿车,2018,7.38,2,229.1,3382.5
2023-05-08,TR-07,07#矿车,2020,8.22,3,217.4,5359.9
2023-05-08,TR-08,08#矿车,2015,8.29,2,222.5,3688.5
2023-05-08,TR-09,09#矿车,2023,7.44,3,220.5,4921.1
2023-05-08,TR-10,10#矿车,2016,7.8,2,229.2,3577.6
2023-05-08,TR-11,11#矿车,2021,8.11,3,227.1,5523.1
2023-05-08,TR-12,12#矿车,2013,6.69,2,227.1,3038.9
2023-05-09,TR-01,01#矿车,2017,8.01,3,219.5,5277.5
2023-05-09,TR-02,02#矿车,2021,7.89,3,217.3,5141.9
2023-05-09,TR-03,03#矿车,2019,7.55,3,219.3,4964.8
2023-05-09,TR-04,04#矿车,2014,7.15,2,217.8,3113.0
2023-05-09,TR-05,05#矿车,2022,7.91,3,231.5,5496.7
2023-05-09,TR-06,06#矿车,2018,7.25,3,229.1,4984.0
2023-05-09,TR-07,07#矿车,2020,8.31,2,217.4,3613.3
2023-05-09,TR-08,08#矿车,2015,7.99,3,222.5,5330.1
2023-05-09,TR-09,09#矿车,2023,7.42,2,220.5,3274.2
2023-05-09,TR-10,10#矿车,2016,8.24,3,229.2,5665.1
2023-05-09,TR-11,11#矿车,2021,8.09,3,227.1,5510.4
2023-05-09,TR-12,12#矿车,2013,6.74,3,227.1,4590.3
2023-05-10,TR-01,01#矿车,2017,8.18,3,219.5,5386.4
2023-05-10,TR-02,02#矿车,2021,7.81,3,217.3,5093.2
2023-05-10,TR-03,03#矿车,2019,7.86,3,219.3,5171.1
2023-05-10,TR-04,04#矿车,2014,6.49,3,217.8,4240.8
2023-05-10,TR-05,05#矿车,2022,8.31,2,231.5,3846.2
2023-05-10,TR-06,06#矿车,2018,7.87,3,229.1,5409.1
2023-05-10,TR-07,07#矿车,2020,8.08,3,217.4,5270.4
2023-05-10,TR-08,08#矿车,2015,8.04,3,222.5,5364.0
2023-05-10,TR-09,09#矿车,2023,7.42,3,220.5,4908.5
2023-05-10,TR-10,10#矿车,2016,8.53,3,229.2,5864.1
2023-05-10,TR-11,11#矿车,2021,8.62,3,227.1,5870.9
2023-05-10,TR-12,12#矿车,2013,6.36,3,227.1,4330.0
2023-05-11,TR-01,01#矿车,2017,8.13,3,219.5,5352.9
2023-05-11,TR-02,02#矿车,2021,7.92,3,217.3,5162.8
2023-05-11,TR-03,03#矿车,2019,7.69,3,219.3,5057.0
2023-05-11,TR-04,04#矿车,2014,6.53,2,217.8,2845.4
2023-05-11,TR-05,05#矿车,2022,8.47,2,231.5,3921.2
2023-05-11,TR-06,06#矿车,2018,7.6,2,229.1,3483.4
2023-05-11,TR-07,07#矿车,2020,8.22,3,217.4,5361.7
2023-05-11,TR-08,08#矿车,2015,8.33,3,222.5,5560.7
2023-05-11,TR-09,09#矿车,2023,7.47,3,220.5,4939.6
2023-05-11,TR-10,10#矿车,2016,8.46,3,229.2,5817.2
2023-05-11,TR-11,11#矿车,2021,8.43,3,227.1,5742.1
2023-05-11,TR-12,12#矿车,2013,6.8,3,227.1,4631.2
2023-05-12,TR-01,01#矿车,2017,8.07,3,219.5,5313.0
2023-05-12,TR-02,02#矿车,2021,7.51,3,217.3,4897.2
2023-05-12,TR-03,03#矿车,2019,7.94,3,219.3,5226.9
2023-05-12,TR-04,04#矿车,2014,6.72,2,217.8,2927.1
2023-05-12,TR-05,05#矿车,2022,8.1,2,231.5,3750.4
2023-05-12,TR-06,06#矿车,2018,7.23,3,229.1,4967.7
2023-05-12,TR-07,07#矿车,2020,8.32,3,217.4,5423.3
2023-05-12,TR-08,08#矿车,2015,8.3,2,222.5,3692.2
2023-05-12,TR-09,09#矿车,2023,7.19,2,220.5,3171.1
2023-05-12,TR-10,10#矿车,2016,8.29,2,229.2,3799.7
2023-05-12,TR-11,11#矿车,2021,8.05,3,227.1,5482.3
2023-05-12,TR-12,12#矿车,2013,6.53,3,227.1,4446.4
2023-05-13,TR-01,01#矿车,2017,8.01,3,219.5,5277.3
2023-05-13,TR-02,02#矿车,2021,7.83,3,217.3,5102.9
2023-05-13,TR-03,03#矿车,2019,8.22,2,219.3,3606.0
2023-05-13,TR-04,04#矿车,2014,6.94,2,217.8,3022.6
2023-05-13,TR-05,05#矿车,2022,8.06,3,231.5,5594.9
2023-05-13,TR-06,06#矿车,2018,7.92,2,229.1,3630.1
2023-05-13,TR-07,07#矿车,2020,8.34,2,217.4,3627.0
2023-05-13,TR-08,08#矿车,2015,8.01,2,222.5,3562.8
2023-05-13,TR-09,09#矿车,2023,7.5,3,220.5,4962.2
2023-05-13,TR-10,10#矿车,2016,8.29,2,229.2,3801.2
2023-05-13,TR-11,11#矿车,2021,7.8,3,227.1,5314.6
2023-05-13,TR-12,12#矿车,2013,6.08,3,227.1,4144.9
2023-05-14,TR-01,01#矿车,2017,8.08,2,219.5,3548.1
2023-05-14,TR-02,02#矿车,2021,7.95,3,217.3,5183.9
2023-05-14,TR-03,03#矿车,2019,7.8,3,219.3,5133.5
2023-05-14,TR-04,04#矿车,2014,6.88,2,217.8,2996.2
2023-05-14,TR-05,05#矿车,2022,5.03,1,231.5,1165.4
2023-05-14,TR-06,06#矿车,2018,7.87,3,229.1,5406.3
2023-05-14,TR-07,07#矿车,2020,8.64,3,217.4,5636.4
2023-05-14,TR-08,08#矿车,2015,8.31,3,222.5,5549.1
2023-05-14,TR-09,09#矿车,2023,7.25,3,220.5,4796.5
2023-05-14,TR-10,10#矿车,2016,8.6,3,229.2,5915.5
2023-05-14,TR-11,11#矿车,2021,7.9,3,227.1,5379.9
2023-05-14,TR-12,12#矿车,2013,6.39,2,227.1,2900.9
2023-05-15,TR-01,01#矿车,2017,7.93,2,219.5,3482.9
2023-05-15,TR-02,02#矿车,2021,7.83,2,217.3,3404.1
2023-05-15,TR-03,03#矿车,2019,8.17,3,219.3,5376.8
2023-05-15,TR-04,04#矿车,2014,6.87,2,217.8,2993.4
2023-05-15,TR-05,05#矿车,2022,8.12,3,231.5,5640.3
2023-05-15,TR-06,06#矿车,2018,7.74,3,229.1,5320.4
2023-05-15,TR-07,07#矿车,2020,8.42,3,217.4,5491.4
2023-05-15,TR-08,08#矿车,2015,8.1,2,222.5,3602.3
2023-05-15,TR-09,09#矿车,2023,7.3,2,220.5,3221.6
2023-05-15,TR-10,10#矿车,2016,8.15,3,229.2,5607.3
2023-05-15,TR-11,11#矿车,2021,8.11,3,227.1,5524.5
2023-05-15,TR-12,12#矿车,2013,6.39,3,227.1,4356.1
2023-05-16,TR-01,01#矿车,2017,7.75,3,219.5,5101.0
2023-05-16,TR-02,02#矿车,2021,8.03,2,217.3,3490.6
2023-05-16,TR-03,03#矿车,2019,8.01,3,219.3,5271.2
2023-05-16,TR-04,04#矿车,2014,6.94,3,217.8,4534.6
2023-05-16,TR-05,05#矿车,2022,8.15,3,231.5,5657.4
2023-05-16,TR-06,06#矿车,2018,7.9,3,229.1,5426.4
2023-05-16,TR-07,07#矿车,2020,8.75,2,217.4,3801.7
2023-05-16,TR-08,08#矿车,2015,7.91,3,222.5,5281.5
2023-05-16,TR-09,09#矿车,2023,7.74,3,220.5,5118.2
2023-05-16,TR-10,10#矿车,2016,7.84,3,229.2,5391.4
2023-05-16,TR-11,11#矿车,2021,8.15,3,227.1,5549.1
2023-05-16,TR-12,12#矿车,2013,6.03,3,227.1,4109.2
2023-05-17,TR-01,01#矿车,2017,7.9,3,219.5,5205.6
2023-05-17,TR-02,02#矿车,2021,7.86,3,217.3,5122.6
2023-05-17,TR-03,03#矿车,2019,7.78,3,219.3,5119.6
2023-05-17,TR-04,04#矿车,2014,7.33,2,217.8,3190.4
2023-05-17,TR-05,05#矿车,2022,8.36,3,231.5,5809.7
2023-05-17,TR-06,06#矿车,2018,8.2,2,229.1,3756.8
2023-05-17,TR-07,07#矿车,2020,8.65,3,217.4,5641.7
2023-05-17,TR-08,08#矿车,2015,7.69,3,222.5,5135.8
2023-05-17,TR-09,09#矿车,2023,7.59,3,220.5,5022.5
2023-05-17,TR-10,10#矿车,2016,7.76,3,229.2,5336.8
2023-05-17,TR-11,11#矿车,2021,8.12,3,227.1,5532.7
2023-05-17,TR-12,12#矿车,2013,7.05,3,227.1,4803.2
2023-05-18,TR-01,01#矿车,2017,7.71,2,219.5,3385.3
2023-05-18,TR-02,02#矿车,2021,8.08,2,217.3,3512.5
2023-05-18,TR-03,03#矿车,2019,8.25,3,219.3,5428.7
2023-05-18,TR-04,04#矿车,2014,7.1,3,217.8,4637.2
2023-05-18,TR-05,05#矿车,2022,8.73,3,231.5,6064.7
2023-05-18,TR-06,06#矿车,2018,7.5,3,229.1,5153.8
2023-05-18,TR-07,07#矿车,2020,8.19,3,217.4,5341.1
2023-05-18,TR-08,08#矿车,2015,8.28,3,222.5,5528.2
2023-05-18,TR-09,09#矿车,2023,7.57,2,220.5,3339.3
2023-05-18,TR-10,10#矿车,2016,7.91,2,229.2,3624.4
2023-05-18,TR-11,11#矿车,2021,8.16,3,227.1,5557.8
2023-05-18,TR-12,12#矿车,2013,6.72,3,227.1,4579.0
2023-05-19,TR-01,01#矿车,2017,7.75,3,219.5,5106.6
2023-05-19,TR-02,02#矿车,2021,8.21,3,217.3,5349.4
2023-05-19,TR-03,03#矿车,2019,3.48,1,219.3,762.7
2023-05-19,TR-04,04#矿车,2014,6.63,3,217.8,4329.4
2023-05-19,TR-05,05#矿车,2022,8.4,3,231.5,5837.6
2023-05-19,TR-06,06#矿车,2018,7.83,2,229.1,3585.8
2023-05-19,TR-07,07#矿车,2020,8.16,3,217.4,5320.4
2023-05-19,TR-08,08#矿车,2015,8.58,3,222.5,5727.7
2023-05-19,TR-09,09#矿车,2023,8.03,2,220.5,3541.0
2023-05-19,TR-10,10#矿车,2016,8.08,3,229.2,5556.0
2023-05-19,TR-11,11#矿车,2021,8.04,3,227.1,5480.0
2023-05-19,TR-12,12#矿车,2013,6.37,3,227.1,4341.3
2023-05-20,TR-01,01#矿车,2017,7.9,2,219.5,3467.0
2023-05-20,TR-02,02#矿车,2021,8.2,3,217.3,5348.0
2023-05-20,TR-03,03#矿车,2019,7.86,2,219.3,3447.7
2023-05-20,TR-04,04#矿车,2014,6.48,3,217.8,4231.7
2023-05-20,TR-05,05#矿车,2022,8.31,3,231.5,5770.5
2023-05-20,TR-06,06#矿车,2018,7.36,3,229.1,5057.0
2023-05-20,TR-07,07#矿车,2020,8.26,2,217.4,3590.7
2023-05-20,TR-08,08#矿车,2015,8.22,3,222.5,5487.4
2023-05-20,TR-09,09#矿车,2023,7.31,3,220.5,4836.5
2023-05-20,TR-10,10#矿车,2016,8.13,3,229.2,5590.6
2023-05-20,TR-11,11#矿车,2021,8.17,2,227.1,3710.7
2023-05-20,TR-12,12#矿车,2013,5.87,2,227.1,2666.2
2023-05-21,TR-01,01#矿车,2017,7.74,2,219.5,3399.6
2023-05-21,TR-02,02#矿车,2021,7.85,3,217.3,5114.5
2023-05-21,TR-03,03#矿车,2019,8.04,3,219.3,5292.9
2023-05-21,TR-04,04#矿车,2014,6.81,3,217.8,4448.2
2023-05-21,TR-05,05#矿车,2022,8.41,2,231.5,3895.9
2023-05-21,TR-06,06#矿车,2018,7.73,3,229.1,5312.3
2023-05-21,TR-07,07#矿车,2020,8.2,2,217.4,3564.8
2023-05-21,TR-08,08#矿车,2015,8.19,3,222.5,5465.6
2023-05-21,TR-09,09#矿车,2023,7.1,3,220.5,4695.1
2023-05-21,TR-10,10#矿车,2016,8.38,3,229.2,5761.2
2023-05-21,TR-11,11#矿车,2021,8.19,3,227.1,5576.4
2023-05-21,TR-12,12#矿车,2013,6.26,3,227.1,4268.1
2023-05-22,TR-01,01#矿车,2017,7.78,2,219.5,3414.4
2023-05-22,TR-02,02#矿车,2021,7.63,2,217.3,3316.1
2023-05-22,TR-03,03#矿车,2019,8.08,3,219.3,5318.2
2023-05-22,TR-04,04#矿车,2014,7.0,3,217.8,4570.2
2023-05-22,TR-05,05#矿车,2022,8.44,3,231.5,5863.7
2023-05-22,TR-06,06#矿车,2018,7.35,3,229.1,5049.7
2023-05-22,TR-07,07#矿车,2020,7.98,2,217.4,3467.2
2023-05-22,TR-08,08#矿车,2015,8.22,3,222.5,5487.3
2023-05-22,TR-09,09#矿车,2023,7.48,3,220.5,4948.1
2023-05-22,TR-10,10#矿车,2016,8.26,3,229.2,5682.4
2023-05-22,TR-11,11#矿车,2021,7.8,3,227.1,5313.1
2023-05-22,TR-12,12#矿车,2013,6.42,3,227.1,4374.4
2023-05-23,TR-01,01#矿车,2017,8.27,2,219.5,3630.1
2023-05-23,TR-02,02#矿车,2021,7.28,3,217.3,4747.8
2023-05-23,TR-03,03#矿车,2019,7.74,3,219.3,5089.3
2023-05-23,TR-04,04#矿车,2014,6.84,2,217.8,2981.0
2023-05-23,TR-05,05#矿车,2022,8.41,3,231.5,5841.1
2023-05-23,TR-06,06#矿车,2018,7.23,2,229.1,3311.8
2023-05-23,TR-07,07#矿车,2020,8.09,2,217.4,3517.2
2023-05-23,TR-08,08#矿车,2015,8.44,3,222.5,5630.7
2023-05-23,TR-09,09#矿车,2023,8.02,2,220.5,3537.3
2023-05-23,TR-10,10#矿车,2016,8.57,2,229.2,3929.9
2023-05-23,TR-11,11#矿车,2021,8.08,2,227.1,3669.9
2023-05-23,TR-12,12#矿车,2013,6.23,3,227.1,4246.5
2023-05-24,TR-01,01#矿车,2017,8.14,3,219.5,5360.9
2023-05-24,TR-02,02#矿车,2021,7.42,2,217.3,3224.1
2023-05-24,TR-03,03#矿车,2019,8.12,3,219.3,5340.8
2023-05-24,TR-04,04#矿车,2014,6.76,3,217.8,4416.1
2023-05-24,TR-05,05#矿车,2022,8.49,2,231.5,3932.8
2023-05-24,TR-06,06#矿车,2018,7.46,2,229.1,3417.3
2023-05-24,TR-07,07#矿车,2020,5.67,1,217.4,1231.6
2023-05-24,TR-08,08#矿车,2015,8.37,2,222.5,3724.8
2023-05-24,TR-09,09#矿车,2023,7.87,2,220.5,3471.1
2023-05-24,TR-10,10#矿车,2016,8.15,2,229.2,3734.6
2023-05-24,TR-11,11#矿车,2021,8.4,3,227.1,5719.8
2023-05-24,TR-12,12#矿车,2013,6.24,3,227.1,4253.4
2023-05-25,TR-01,01#矿车,2017,7.69,2,219.5,3378.1
2023-05-25,TR-02,02#矿车,2021,7.8,3,217.3,5083.2
2023-05-25,TR-03,03#矿车,2019,8.13,3,219.3,5347.8
2023-05-25,TR-04,04#矿车,2014,6.88,3,217.8,4493.9
2023-05-25,TR-05,05#矿车,2022,8.61,2,231.5,3988.5
2023-05-25,TR-06,06#矿车,2018,7.61,3,229.1,5228.7
2023-05-25,TR-07,07#矿车,2020,8.46,2,217.4,3677.6
2023-05-25,TR-08,08#矿车,2015,7.89,3,222.5,5267.8
2023-05-25,TR-09,09#矿车,2023,7.64,3,220.5,5053.9
2023-05-25,TR-10,10#矿车,2016,7.81,2,229.2,3579.0
2023-05-25,TR-11,11#矿车,2021,8.41,3,227.1,5730.3
2023-05-25,TR-12,12#矿车,2013,6.47,2,227.1,2940.7
2023-05-26,TR-01,01#矿车,2017,8.0,3,219.5,5272.0
2023-05-26,TR-02,02#矿车,2021,7.82,3,217.3,5095.9
2023-05-26,TR-03,03#矿车,2019,8.02,2,219.3,3519.0
2023-05-26,TR-04,04#矿车,2014,6.79,3,217.8,4435.9
2023-05-26,TR-05,05#矿车,2022,8.32,2,231.5,3851.5
2023-05-26,TR-06,06#矿车,2018,7.61,2,229.1,3487.6
2023-05-26,TR-07,07#矿车,2020,8.41,2,217.4,3656.0
2023-05-26,TR-08,08#矿车,2015,8.43,2,222.5,3751.2
2023-05-26,TR-09,09#矿车,2023,7.66,3,220.5,5066.7
2023-05-26,TR-10,10#矿车,2016,7.92,3,229.2,5443.5
2023-05-26,TR-11,11#矿车,2021,7.95,3,227.1,5416.8
2023-05-26,TR-12,12#矿车,2013,7.12,2,227.1,3233.6
2023-05-27,TR-01,01#矿车,2017,7.86,2,219.5,3452.8
2023-05-27,TR-02,02#矿车,2021,7.86,3,217.3,5124.8
2023-05-27,TR-03,03#矿车,2019,7.73,2,219.3,3390.6
2023-05-27,TR-04,04#矿车,2014,6.6,3,217.8,4312.2
2023-05-27,TR-05,05#矿车,2022,8.37,3,231.5,5812.5
2023-05-27,TR-06,06#矿车,2018,7.56,3,229.1,5198.1
2023-05-27,TR-07,07#矿车,2020,8.04,3,217.4,5242.9
2023-05-27,TR-08,08#矿车,2015,8.8,2,222.5,3914.6
2023-05-27,TR-09,09#矿车,2023,7.47,2,220.5,3294.1
2023-05-27,TR-10,10#矿车,2016,8.11,2,229.2,3716.8
2023-05-27,TR-11,11#矿车,2021,7.85,3,227.1,5344.4
2023-05-27,TR-12,12#矿车,2013,6.71,3,227.1,4575.1
2023-05-28,TR-01,01#矿车,2017,7.54,3,219.5,4968.3
2023-05-28,TR-02,02#矿车,2021,7.87,3,217.3,5133.6
2023-05-28,TR-03,03#矿车,2019,8.02,3,219.3,5273.4
2023-05-28,TR-04,04#矿车,2014,6.68,2,217.8,2911.0
2023-05-28,TR-05,05#矿车,2022,8.44,2,231.5,3905.9
2023-05-28,TR-06,06#矿车,2018,7.99,2,229.1,3660.5
2023-05-28,TR-07,07#矿车,2020,8.14,3,217.4,5309.5
2023-05-28,TR-08,08#矿车,2015,8.43,3,222.5,5628.9
2023-05-28,TR-09,09#矿车,2023,7.8,2,220.5,3438.7
2023-05-28,TR-10,10#矿车,2016,8.15,3,229.2,5603.3
2023-05-28,TR-11,11#矿车,2021,7.52,3,227.1,5119.3
2023-05-28,TR-12,12#矿车,2013,7.06,2,227.1,3206.4
2023-05-29,TR-01,01#矿车,2017,7.53,3,219.5,4956.2
2023-05-29,TR-02,02#矿车,2021,7.82,3,217.3,5097.9
